from,to,weight
2131,2399,2
2131,2412,1
2131,2413,1
2131,2421,1
2131,2422,2
2131,2424,2
2131,2425,1
2131,2426,1
2131,2434,2
2131,2512,1
2131,2519,1
2131,2521,1
2131,2523,1
2131,2524,2
2131,2531,1
2131,2542,1
2131,2611,1
2131,2619,2
2131,2711,1
2131,2811,1
2131,2821,1
2131,2822,3
2131,2823,2
2131,2831,1
2131,2832,2
2131,2833,1
2131,2842,1
2131,2849,1
2131,2912,1
2131,2913,1
2131,2914,1
2131,2915,1
2131,2916,1
2131,2919,1
2131,3111,3
2131,3115,1
2131,3116,1
2131,3119,1
2131,3132,1
2131,3133,1
2131,3134,1
2131,3135,1
2131,3141,2
2131,3142,2
2131,3143,1
2131,3144,2
2131,3231,1
2131,3311,1
2131,3313,1
2131,3314,2
2131,3315,1
2131,3622,1
2131,3633,1
2131,3634,1
2131,3712,1
2131,3713,1
2131,3714,1
2131,4111,1
2131,4121,1
2131,4131,1
2131,4132,1
2131,4212,1
2131,4214,1
2131,4222,1
2131,4224,1
2131,4225,1
2131,4229,1
2131,4311,1
2131,4312,1
2131,4313,1
2131,4321,1
2131,4323,1
2131,4411,1
2131,4412,1
2131,4413,1
2131,4414,1
2131,4415,1
2131,4416,1
2131,5113,1
2131,5151,1
2131,5222,1
2131,5223,1
2131,5244,1
2131,6111,1
2131,7321,1
2131,7322,1
2132,2133,4
2132,2134,2
2132,2142,1
2132,2143,1
2132,2145,1
2132,2146,1
2132,2149,2
2132,2151,1
2132,2152,1
2132,2153,1
2132,2161,1
2132,2162,1
2132,2165,2
2132,2173,1
2132,2181,2
2132,2251,1
2132,2262,2
2132,2263,1
2132,2265,1
2132,2269,1
2132,2311,2
2132,2331,1
2132,2341,1
2132,2342,1
2132,2353,1
2132,2361,1
2132,2371,1
2132,2391,1
2132,2392,1
2132,2399,2
2132,2412,1
2132,2422,2
2132,2424,2
2132,2425,1
2132,2426,1
2132,2434,2
2132,2512,1
2132,2519,1
2132,2521,1
2132,2523,1
2132,2524,1
2132,2531,1
2132,2542,1
2132,2611,1
2132,2619,2
2132,2711,1
2132,2811,1
2132,2821,1
2132,2822,3
2132,2823,2
2132,2831,1
2132,2832,1
2132,2833,1
2132,2842,1
2132,2849,1
2132,2912,1
2132,2913,1
2132,2914,1
2132,2915,1
2132,2916,1
2132,2919,1
2132,3111,3
2132,3115,1
2132,3116,1
2132,3119,1
2132,3132,1
2132,3133,1
2132,3134,1
2132,3135,1
2132,3141,2
2132,3142,2
2132,3143,1
2132,3144,2
2132,3231,1
2132,3311,1
2132,3313,1
2132,3314,1
2132,3315,1
2132,3622,1
2132,3633,1
2132,3634,1
2132,3712,1
2132,3713,1
2132,3714,1
2132,4111,1
2132,4121,1
2132,4131,1
2132,4132,1
2132,4212,1
2132,4214,1
2132,4222,1
2132,4224,1
2132,4225,1
2132,4229,1
2132,4311,1
2132,4312,1
2132,4313,1
2132,4321,1
2132,4323,1
2132,4411,1
2132,4412,1
2132,4413,1
2132,4414,1
2132,4415,1
2132,4416,1
2132,5113,1
2132,5151,1
2132,5222,1
2132,5223,1
2132,5244,1
2132,6111,1
2132,7321,1
2132,7322,1
2133,2134,2
2133,2142,1
2133,2143,2
2133,2145,1
2133,2146,1
2133,2149,3
2133,2151,1
2133,2152,1
2133,2153,1
2133,2161,1
2133,2162,1
2133,2165,2
2133,2173,1
2133,2181,3
2133,2183,1
2133,2251,1
2133,2262,1
2133,2263,1
2133,2269,1
2133,2311,1
2133,2391,1
2133,2399,1
2133,2412,1
2133,2422,2
2133,2424,1
2133,2426,1
2133,2434,3
2133,2512,1
2133,2519,1
2133,2521,2
2133,2523,1
2133,2524,2
2133,2531,1
2133,2542,1
2133,2611,1
2133,2619,1
2133,2821,1
2133,2822,3
2133,2823,2
2133,2824,1
2133,2831,1
2133,2842,1
2133,2849,1
2133,2912,1
2133,3111,2
2133,3115,1
2133,3116,1
2133,3119,1
2133,3132,1
2133,3133,1
2133,3134,1
2133,3135,1
2133,3141,2
2133,3142,2
2133,3143,1
2133,3144,2
2133,3231,1
2133,3257,1
2133,3311,1
2133,3313,1
2133,3314,1
2133,3315,1
2133,3622,2
2133,3712,1
2133,3713,1
2133,3714,1
2134,2149,2
2134,2182,1
2134,2263,1
2134,2265,1
2134,2822,2
2134,2823,1
2134,2842,1
2134,3111,2
2134,3115,1
2134,3116,1
2134,3141,2
2134,3142,2
2134,3143,1
2134,3144,2
2134,3252,1
2134,3341,1
2134,3343,1
2134,4111,1
2134,4121,1
2134,4131,1
2134,4132,1
2134,4211,1
2134,4224,1
2134,4225,1
2134,4321,1
2134,4322,1
2134,4323,1
2134,4416,1
2134,5231,1
2134,5312,1
2141,2142,2
2141,2143,1
2141,2144,4
2141,2145,3
2141,2146,3
2141,2149,3
2141,2151,2
2141,2152,2
2141,2161,1
2141,2162,1
2141,2381,3
2141,2433,1
2141,2511,1
2141,3111,1
2141,3112,1
2141,3113,1
2141,3114,1
2141,3115,1
2141,3116,1
2141,3117,1
2141,3118,1
2141,3119,1
2141,3143,1
2141,3144,1
2141,3151,1
2141,3152,1
2141,3153,1
2141,3154,1
2141,3161,1
2141,3241,1
2141,3255,1
2141,3256,1
2142,2143,1
2142,2144,2
2142,2145,2
2142,2146,4
2142,2149,3
2142,2151,3
2142,2152,2
2142,2161,3
2142,2162,3
2142,2164,1
2142,2165,2
2142,2181,3
2142,2381,2
2142,2391,1
2142,2433,1
2142,2434,1
2142,2541,1
2142,2842,1
2142,3111,1
2142,3112,1
2142,3113,1
2142,3114,1
2142,3115,1
2142,3116,1
2142,3117,1
2142,3118,2
2142,3119,2
2142,3143,1
2142,3144,1
2142,3151,1
2142,3152,1
2142,3153,1
2142,3154,1
2142,3161,1
2142,3241,1
2142,3255,1
2142,3256,1
2142,3622,1
2143,2144,1
2143,2145,2
2143,2146,1
2143,2149,2
2143,2151,2
2143,2152,2
2143,2153,1
2143,2161,1
2143,2162,1
2143,2165,1
2143,2173,1
2143,2181,1
2143,2251,1
2143,2262,1
2143,2263,1
2143,2269,1
2143,2311,1
2143,2381,1
2143,2399,1
2143,2412,1
2143,2422,1
2143,2424,1
2143,2426,1
2143,2434,1
2143,2512,1
2143,2519,1
2143,2521,1
2143,2523,1
2143,2524,1
2143,2531,1
2143,2542,1
2143,2611,1
2143,2619,1
2143,2821,1
2143,2822,1
2143,2823,1
2143,2831,1
2143,2849,1
2143,2912,1
2143,3111,1
2143,3112,2
2143,3113,1
2143,3114,1
2143,3115,1
2143,3116,1
2143,3117,2
2143,3118,1
2143,3119,1
2143,3132,1
2143,3133,1
2143,3134,1
2143,3135,1
2143,3141,1
2143,3142,1
2143,3143,2
2143,3144,2
2143,3151,1
2143,3152,1
2143,3153,1
2143,3154,1
2143,3159,1
2143,3161,1
2143,3231,1
2143,3241,1
2143,3255,1
2143,3256,1
2143,3257,2
2143,3311,1
2143,3313,1
2143,3314,1
2143,3315,1
2143,3712,1
2143,3713,1
2143,3714,1
2144,2145,4
2144,2146,4
2144,2149,4
2144,2151,3
2144,2152,2
2144,2161,1
2144,2162,1
2144,2381,3
2144,2433,1
2144,3111,1
2144,3112,1
2144,3113,1
2144,3114,1
2144,3115,3
2144,3116,1
2144,3117,1
2144,3118,1
2144,3119,1
2144,3131,1
2144,3143,1
2144,3144,1
2144,3151,2
2144,3152,2
2144,3153,2
2144,3154,2
2144,3161,1
2144,3241,1
2144,3255,1
2144,3256,1
2144,7411,1
2144,7412,1
2144,7413,1
2144,7421,1
2144,7422,1
2145,2146,4
2145,2149,5
2145,2151,4
2145,2152,3
2145,2153,1
2145,2161,1
2145,2162,1
2145,2165,1
2145,2173,1
2145,2181,1
2145,2251,1
2145,2262,1
2145,2269,1
2145,2311,1
2145,2381,2
2145,2399,1
2145,2412,1
2145,2422,1
2145,2424,1
2145,2426,1
2145,2433,1
2145,2434,1
2145,2512,1
2145,2519,1
2145,2521,1
2145,2523,1
2145,2524,1
2145,2531,1
2145,2542,1
2145,2611,1
2145,2619,1
2145,2821,1
2145,2822,1
2145,2823,1
2145,2831,1
2145,2849,1
2145,2912,1
2145,3111,1
2145,3112,1
2145,3113,1
2145,3114,1
2145,3115,2
2145,3116,1
2145,3117,1
2145,3118,1
2145,3119,1
2145,3131,1
2145,3132,1
2145,3133,1
2145,3134,1
2145,3135,1
2145,3141,1
2145,3142,1
2145,3143,2
2145,3144,2
2145,3151,2
2145,3152,2
2145,3153,2
2145,3154,2
2145,3161,1
2145,3231,1
2145,3241,1
2145,3255,1
2145,3256,1
2145,3311,1
2145,3313,1
2145,3314,1
2145,3315,1
2145,3712,1
2145,3713,1
2145,3714,1
2145,7411,1
2145,7412,1
2145,7413,1
2145,7421,1
2145,7422,1
2146,2149,4
2146,2151,3
2146,2152,2
2146,2161,3
2146,2162,3
2146,2165,1
2146,2181,2
2146,2381,2
2146,2391,1
2146,2433,1
2146,2434,1
2146,2842,1
2146,3111,1
2146,3112,1
2146,3113,1
2146,3114,1
2146,3115,2
2146,3116,1
2146,3117,1
2146,3118,1
2146,3119,2
2146,3131,1
2146,3143,1
2146,3144,1
2146,3151,2
2146,3152,2
2146,3153,2
2146,3154,2
2146,3161,1
2146,3241,1
2146,3255,1
2146,3256,1
2146,3622,1
2146,7411,1
2146,7412,1
2146,7413,1
2146,7421,1
2146,7422,1
2149,2151,5
2149,2152,3
2149,2153,1
2149,2161,1
2149,2162,1
2149,2164,1
2149,2165,2
2149,2173,1
2149,2181,2
2149,2182,2
2149,2251,1
2149,2262,1
2149,2263,1
2149,2269,1
2149,2311,2
2149,2381,2
2149,2399,1
2149,2412,1
2149,2422,1
2149,2424,1
2149,2426,1
2149,2433,1
2149,2434,1
2149,2512,1
2149,2519,3
2149,2521,1
2149,2523,1
2149,2524,1
2149,2531,1
2149,2541,1
2149,2542,1
2149,2611,1
2149,2619,1
2149,2712,1
2149,2821,1
2149,2822,2
2149,2823,2
2149,2831,1
2149,2842,1
2149,2849,1
2149,2912,1
2149,3111,3
2149,3112,3
2149,3113,1
2149,3114,1
2149,3115,4
2149,3116,4
2149,3117,2
2149,3118,2
2149,3119,1
2149,3131,1
2149,3132,1
2149,3133,1
2149,3134,1
2149,3135,1
2149,3141,1
2149,3142,1
2149,3143,2
2149,3144,2
2149,3151,2
2149,3152,2
2149,3153,2
2149,3154,2
2149,3161,1
2149,3231,1
2149,3241,1
2149,3255,1
2149,3256,1
2149,3311,1
2149,3313,1
2149,3314,1
2149,3315,1
2149,3712,1
2149,3713,1
2149,3714,1
2149,5241,1
2149,5243,1
2149,6211,1
2149,7113,1
2149,7411,1
2149,7412,1
2149,7413,1
2149,7421,1
2149,7422,1
2149,7515,1
2149,7611,1
2149,7633,1
2151,2152,4
2151,2153,1
2151,2161,1
2151,2162,1
2151,2164,1
2151,2165,2
2151,2173,2
2151,2181,2
2151,2251,1
2151,2262,1
2151,2269,1
2151,2311,1
2151,2381,2
2151,2399,1
2151,2412,1
2151,2422,1
2151,2424,1
2151,2426,2
2151,2433,1
2151,2434,1
2151,2512,1
2151,2519,1
2151,2521,1
2151,2523,1
2151,2524,1
2151,2531,1
2151,2541,1
2151,2542,1
2151,2611,1
2151,2619,1
2151,2821,1
2151,2822,1
2151,2823,1
2151,2831,1
2151,2849,1
2151,2912,1
2151,3111,1
2151,3112,1
2151,3113,2
2151,3114,2
2151,3115,2
2151,3116,1
2151,3117,1
2151,3118,2
2151,3119,1
2151,3131,2
2151,3132,1
2151,3133,1
2151,3134,1
2151,3135,1
2151,3141,1
2151,3142,1
2151,3143,2
2151,3144,2
2151,3151,2
2151,3152,2
2151,3153,2
2151,3154,2
2151,3161,1
2151,3231,1
2151,3241,1
2151,3255,1
2151,3256,1
2151,3311,1
2151,3313,1
2151,3314,1
2151,3315,1
2151,3712,1
2151,3713,1
2151,3714,1
2151,7111,1
2151,7112,1
2151,7124,1
2151,7127,1
2151,7212,1
2151,7213,1
2151,7233,1
2151,7234,1
2151,7239,1
2151,7411,2
2151,7412,2
2151,7413,2
2151,7421,2
2151,7422,2
2151,8212,1
2152,2153,1
2152,2161,1
2152,2162,1
2152,2165,1
2152,2173,1
2152,2181,1
2152,2251,1
2152,2262,1
2152,2269,1
2152,2311,1
2152,2381,2
2152,2399,1
2152,2412,1
2152,2422,1
2152,2424,1
2152,2426,1
2152,2433,1
2152,2434,1
2152,2512,2
2152,2513,1
2152,2519,2
2152,2521,1
2152,2523,2
2152,2524,1
2152,2531,1
2152,2542,1
2152,2611,1
2152,2619,1
2152,2821,1
2152,2822,1
2152,2823,1
2152,2831,1
2152,2849,1
2152,2912,1
2152,3111,1
2152,3112,1
2152,3113,1
2152,3114,1
2152,3115,1
2152,3116,1
2152,3117,1
2152,3118,1
2152,3119,1
2152,3132,1
2152,3133,1
2152,3134,1
2152,3135,1
2152,3141,1
2152,3142,1
2152,3143,2
2152,3144,2
2152,3151,1
2152,3152,1
2152,3153,1
2152,3154,1
2152,3159,1
2152,3161,2
2152,3231,1
2152,3241,1
2152,3255,1
2152,3256,1
2152,3311,1
2152,3313,1
2152,3314,1
2152,3315,1
2152,3712,1
2152,3713,1
2152,3714,1
2153,2165,1
2153,2173,1
2153,2181,1
2153,2251,1
2153,2262,1
2153,2269,1
2153,2311,1
2153,2399,1
2153,2412,1
2153,2422,1
2153,2424,1
2153,2426,1
2153,2434,1
2153,2511,1
2153,2512,1
2153,2513,1
2153,2519,1
2153,2521,1
2153,2523,1
2153,2524,1
2153,2531,1
2153,2542,1
2153,2611,1
2153,2619,1
2153,2821,1
2153,2822,1
2153,2823,1
2153,2831,1
2153,2849,1
2153,2912,1
2153,3132,1
2153,3133,1
2153,3134,1
2153,3135,1
2153,3141,1
2153,3142,1
2153,3143,1
2153,3144,1
2153,3231,1
2153,3311,1
2153,3313,1
2153,3314,1
2153,3315,1
2153,3712,1
2153,3713,1
2153,3714,1
2161,2162,7
2161,2165,1
2161,2181,2
2161,2183,2
2161,2381,1
2161,2391,1
2161,2411,1
2161,2425,1
2161,2433,1
2161,2434,1
2161,2712,1
2161,2842,1
2161,2912,1
2161,3112,1
2161,3117,1
2161,3119,1
2161,3159,1
2161,3323,1
2161,3622,1
2161,3712,1
2161,3713,1
2161,3714,1
2161,4221,1
2161,4313,1
2161,4419,1
2162,2165,1
2162,2181,2
2162,2183,2
2162,2381,1
2162,2391,1
2162,2411,1
2162,2425,1
2162,2433,1
2162,2434,1
2162,2712,1
2162,2842,1
2162,2912,1
2162,3112,1
2162,3117,1
2162,3119,1
2162,3159,1
2162,3323,1
2162,3622,1
2162,3712,1
2162,3713,1
2162,3714,1
2162,4221,1
2162,4313,1
2162,4419,1
2163,2166,1
2163,2421,1
2163,2541,1
2163,2543,1
2163,2841,1
2163,3631,3
2163,7321,1
2163,7322,1
2164,2165,1
2164,2181,1
2164,2541,1
2164,2542,1
2164,2543,1
2164,2841,1
2164,3118,1
2164,5419,1
2165,2171,1
2165,2172,1
2165,2173,1
2165,2181,3
2165,2251,1
2165,2262,1
2165,2269,1
2165,2311,1
2165,2391,1
2165,2399,1
2165,2412,1
2165,2422,1
2165,2424,1
2165,2426,1
2165,2434,2
2165,2512,1
2165,2519,1
2165,2521,1
2165,2523,1
2165,2524,1
2165,2531,1
2165,2541,1
2165,2542,1
2165,2611,1
2165,2619,1
2165,2821,1
2165,2822,1
2165,2823,1
2165,2831,1
2165,2842,1
2165,2849,1
2165,2912,1
2165,3118,1
2165,3119,1
2165,3132,1
2165,3133,1
2165,3134,1
2165,3135,1
2165,3141,1
2165,3142,1
2165,3143,1
2165,3144,1
2165,3231,1
2165,3311,1
2165,3313,1
2165,3314,1
2165,3315,1
2165,3622,1
2165,3712,1
2165,3713,1
2165,3714,1
2166,2321,2
2166,2393,1
2166,2512,2
2166,2514,2
2166,2531,1
2166,2541,2
2166,2542,1
2166,2543,3
2166,2841,2
2166,2844,1
2166,3631,1
2166,3632,2
2166,7321,2
2166,7322,1
2171,2172,1
2172,2175,1
2173,2181,1
2173,2251,1
2173,2262,1
2173,2269,1
2173,2311,1
2173,2399,1
2173,2412,1
2173,2422,1
2173,2424,1
2173,2426,1
2173,2434,1
2173,2512,1
2173,2519,1
2173,2521,1
2173,2523,1
2173,2524,1
2173,2531,1
2173,2542,1
2173,2611,1
2173,2619,1
2173,2821,1
2173,2822,1
2173,2823,1
2173,2831,1
2173,2849,1
2173,2912,1
2173,3113,1
2173,3114,1
2173,3131,1
2173,3132,1
2173,3133,1
2173,3134,1
2173,3135,1
2173,3141,1
2173,3142,1
2173,3143,1
2173,3144,1
2173,3231,1
2173,3311,1
2173,3313,1
2173,3314,1
2173,3315,1
2173,3712,1
2173,3713,1
2173,3714,1
2173,7111,1
2173,7112,1
2173,7124,1
2173,7127,1
2173,7212,1
2173,7213,1
2173,7233,1
2173,7234,1
2173,7239,1
2173,7411,1
2173,7412,1
2173,7413,1
2173,7421,1
2173,7422,1
2173,8212,1
2174,3522,1
2181,2183,1
2181,2251,1
2181,2262,1
2181,2269,1
2181,2311,1
2181,2391,1
2181,2399,1
2181,2412,1
2181,2422,2
2181,2424,1
2181,2426,1
2181,2434,3
2181,2512,1
2181,2519,1
2181,2521,2
2181,2523,1
2181,2524,2
2181,2531,1
2181,2541,1
2181,2542,1
2181,2611,1
2181,2619,1
2181,2821,1
2181,2822,1
2181,2823,1
2181,2824,1
2181,2831,1
2181,2842,1
2181,2849,1
2181,2912,1
2181,3118,1
2181,3119,1
2181,3132,1
2181,3133,1
2181,3134,1
2181,3135,1
2181,3141,1
2181,3142,1
2181,3143,1
2181,3144,1
2181,3231,1
2181,3311,1
2181,3313,1
2181,3314,1
2181,3315,1
2181,3622,2
2181,3712,1
2181,3713,1
2181,3714,1
2182,2263,3
2182,2411,2
2182,2423,2
2182,2519,1
2182,2712,1
2182,2842,1
2182,3112,1
2182,3115,1
2182,3116,1
2182,3117,1
2182,3122,1
2182,3142,1
2182,3323,1
2182,4323,1
2182,4415,1
2182,5241,1
2182,5243,1
2182,6211,1
2182,7113,1
2182,7511,1
2182,7515,2
2182,7611,1
2182,7633,1
2183,2411,1
2183,2422,1
2183,2425,1
2183,2434,1
2183,2521,1
2183,2524,1
2183,2712,1
2183,2824,1
2183,2912,1
2183,3323,1
2183,3622,1
2183,3712,1
2183,3713,1
2183,3714,1
2183,4221,1
2183,4313,1
2183,4419,1
2211,2212,5
2211,2221,2
2211,2222,2
2211,2231,2
2211,2241,2
2211,2261,1
2211,2262,1
2211,2264,1
2211,2267,1
2211,2268,1
2211,2269,1
2211,2824,1
2211,3221,1
2211,3254,1
2211,3256,1
2211,3321,1
2211,3344,1
2211,5321,1
2212,2221,3
2212,2222,3
2212,2231,2
2212,2241,3
2212,2261,1
2212,2262,1
2212,2264,1
2212,2267,1
2212,2268,1
2212,2269,2
2212,2824,1
2212,3211,1
2212,3212,1
2212,3221,1
2212,3254,1
2212,3256,2
2212,3258,1
2212,3259,1
2212,3321,1
2212,3344,1
2212,3623,1
2212,5321,2
2212,5411,1
2212,5412,1
2221,2222,7
2221,2231,3
2221,2241,3
2221,2261,1
2221,2262,1
2221,2264,1
2221,2267,1
2221,2268,1
2221,2269,1
2221,2341,1
2221,2824,1
2221,3221,2
2221,3222,1
2221,3254,1
2221,3256,3
2221,3258,1
2221,3259,1
2221,3344,2
2221,3623,1
2221,5312,1
2221,5321,3
2221,5322,1
2221,5411,1
2221,5412,1
2222,2231,3
2222,2241,3
2222,2261,1
2222,2262,1
2222,2264,1
2222,2267,1
2222,2268,1
2222,2269,1
2222,2341,1
2222,2824,1
2222,3221,2
2222,3222,1
2222,3254,1
2222,3256,3
2222,3258,1
2222,3259,1
2222,3344,2
2222,3623,1
2222,5312,1
2222,5321,3
2222,5322,1
2222,5411,1
2222,5412,1
2231,2241,1
2231,2261,1
2231,2262,1
2231,2264,1
2231,2267,1
2231,2268,1
2231,2269,1
2231,2824,1
2231,3221,1
2231,3254,1
2231,3256,1
2231,3344,1
2231,5321,1
2241,2341,1
2241,2426,1
2241,3221,1
2241,3222,1
2241,3256,2
2241,3258,1
2241,3259,1
2241,3344,1
2241,3623,1
2241,5312,1
2241,5321,2
2241,5322,1
2241,5411,1
2241,5412,1
2251,2262,1
2251,2264,1
2251,2268,1
2251,2269,1
2251,2311,1
2251,2399,1
2251,2412,1
2251,2422,1
2251,2424,1
2251,2426,1
2251,2434,1
2251,2512,1
2251,2519,1
2251,2521,1
2251,2523,1
2251,2524,1
2251,2531,1
2251,2542,1
2251,2611,1
2251,2619,1
2251,2821,1
2251,2822,1
2251,2823,1
2251,2831,1
2251,2849,1
2251,2912,1
2251,3132,1
2251,3133,1
2251,3134,1
2251,3135,1
2251,3141,1
2251,3142,1
2251,3143,1
2251,3144,1
2251,3231,1
2251,3256,1
2251,3311,1
2251,3313,1
2251,3314,1
2251,3315,1
2251,3712,1
2251,3713,1
2251,3714,1
2261,2262,1
2261,2264,1
2261,2267,1
2261,2268,1
2261,2269,1
2261,2824,1
2261,3221,1
2261,3254,1
2261,3256,1
2261,3344,1
2261,5321,1
2262,2263,1
2262,2264,1
2262,2265,1
2262,2267,1
2262,2268,1
2262,2269,2
2262,2311,2
2262,2331,1
2262,2341,1
2262,2342,1
2262,2353,1
2262,2361,1
2262,2371,1
2262,2392,1
2262,2399,2
2262,2412,1
2262,2413,1
2262,2421,1
2262,2422,2
2262,2424,2
2262,2425,1
2262,2426,1
2262,2434,1
2262,2512,1
2262,2519,1
2262,2521,1
2262,2523,1
2262,2524,2
2262,2531,1
2262,2542,1
2262,2611,1
2262,2619,2
2262,2711,1
2262,2811,1
2262,2821,1
2262,2822,1
2262,2823,1
2262,2824,1
2262,2831,1
2262,2832,2
2262,2833,1
2262,2849,1
2262,2912,1
2262,2913,1
2262,2914,1
2262,2915,1
2262,2916,1
2262,2919,1
2262,3111,1
2262,3122,1
2262,3132,1
2262,3133,1
2262,3134,1
2262,3135,1
2262,3141,1
2262,3142,1
2262,3143,1
2262,3144,1
2262,3213,1
2262,3221,1
2262,3231,1
2262,3254,1
2262,3256,1
2262,3311,1
2262,3313,1
2262,3314,2
2262,3315,1
2262,3344,1
2262,3633,1
2262,3634,1
2262,3712,1
2262,3713,1
2262,3714,1
2262,4111,1
2262,4121,1
2262,4131,1
2262,4132,1
2262,4212,1
2262,4214,1
2262,4222,1
2262,4224,1
2262,4225,1
2262,4229,1
2262,4311,1
2262,4312,1
2262,4313,1
2262,4321,2
2262,4323,1
2262,4411,1
2262,4412,1
2262,4413,1
2262,4414,1
2262,4415,1
2262,4416,1
2262,5113,1
2262,5121,1
2262,5151,1
2262,5222,1
2262,5223,2
2262,5244,1
2262,5321,1
2262,6111,1
2262,7321,1
2262,7322,1
2263,2265,1
2263,2311,1
2263,2331,1
2263,2341,1
2263,2342,1
2263,2353,1
2263,2361,1
2263,2371,1
2263,2392,1
2263,2399,1
2263,2411,2
2263,2422,1
2263,2423,2
2263,2424,1
2263,2425,1
2263,2432,1
2263,2619,1
2263,2711,1
2263,2811,1
2263,2832,1
2263,2833,1
2263,2842,1
2263,2913,1
2263,2914,1
2263,2915,1
2263,2916,1
2263,2919,1
2263,3111,1
2263,3122,1
2263,3131,1
2263,3132,1
2263,3133,1
2263,3134,1
2263,3135,1
2263,3141,1
2263,3142,1
2263,3257,1
2263,3633,1
2263,3634,1
2263,4111,1
2263,4121,1
2263,4131,1
2263,4132,1
2263,4212,1
2263,4214,1
2263,4222,1
2263,4224,1
2263,4225,1
2263,4229,1
2263,4311,1
2263,4312,1
2263,4313,1
2263,4321,1
2263,4323,1
2263,4411,1
2263,4412,1
2263,4413,1
2263,4414,1
2263,4415,2
2263,4416,1
2263,5113,1
2263,5151,1
2263,5222,1
2263,5223,1
2263,5244,1
2263,6111,1
2263,7321,1
2263,7322,1
2263,7511,1
2263,7515,1
2264,2266,1
2264,2267,1
2264,2268,2
2264,2269,1
2264,2824,1
2264,3221,1
2264,3254,1
2264,3255,3
2264,3256,2
2264,3344,1
2264,3623,1
2264,5321,1
2265,2311,1
2265,2331,1
2265,2341,1
2265,2342,1
2265,2353,1
2265,2361,1
2265,2371,1
2265,2392,1
2265,2399,1
2265,2422,1
2265,2424,1
2265,2425,1
2265,2433,1
2265,2619,1
2265,2711,1
2265,2811,2
2265,2832,1
2265,2833,1
2265,2913,1
2265,2914,1
2265,2915,1
2265,2916,1
2265,2919,2
2265,3111,1
2265,3122,1
2265,3141,1
2265,3142,1
2265,3143,1
2265,3144,1
2265,3252,1
2265,3341,1
2265,3343,1
2265,3344,1
2265,3633,1
2265,3634,1
2265,4111,3
2265,4121,3
2265,4131,3
2265,4132,3
2265,4211,2
2265,4212,1
2265,4213,1
2265,4214,1
2265,4222,2
2265,4223,1
2265,4224,3
2265,4225,3
2265,4226,1
2265,4229,2
2265,4311,2
2265,4312,1
2265,4313,2
2265,4321,3
2265,4322,1
2265,4323,2
2265,4411,2
2265,4412,2
2265,4413,2
2265,4414,1
2265,4415,1
2265,4416,2
2265,4419,1
2265,5113,1
2265,5151,2
2265,5222,1
2265,5223,2
2265,5231,2
2265,5244,2
2265,5312,1
2265,5413,1
2265,5414,1
2265,6111,1
2265,7321,1
2265,7322,1
2266,2392,1
2266,3255,1
2266,3623,1
2267,2268,1
2267,2269,1
2267,2824,1
2267,3221,1
2267,3254,1
2267,3256,1
2267,3344,1
2267,5321,1
2268,2269,1
2268,2824,1
2268,3211,1
2268,3212,1
2268,3221,1
2268,3254,1
2268,3256,2
2268,3344,1
2268,5321,1
2269,2311,1
2269,2399,1
2269,2412,1
2269,2422,1
2269,2424,1
2269,2426,1
2269,2434,1
2269,2512,1
2269,2519,1
2269,2521,1
2269,2523,1
2269,2524,2
2269,2531,1
2269,2542,1
2269,2611,1
2269,2619,1
2269,2821,1
2269,2822,1
2269,2823,1
2269,2824,1
2269,2825,1
2269,2826,1
2269,2831,1
2269,2849,1
2269,2912,1
2269,3132,1
2269,3133,1
2269,3134,1
2269,3135,1
2269,3141,1
2269,3142,1
2269,3143,1
2269,3144,1
2269,3211,1
2269,3212,1
2269,3221,1
2269,3231,1
2269,3254,1
2269,3256,1
2269,3257,1
2269,3311,1
2269,3313,1
2269,3314,1
2269,3315,1
2269,3344,1
2269,3712,1
2269,3713,1
2269,3714,1
2269,4226,1
2269,4415,1
2269,4416,1
2269,5321,1
2311,2331,2
2311,2341,1
2311,2342,1
2311,2353,1
2311,2361,1
2311,2371,1
2311,2391,1
2311,2392,2
2311,2399,4
2311,2412,1
2311,2421,1
2311,2422,3
2311,2423,1
2311,2424,2
2311,2425,2
2311,2426,1
2311,2434,2
2311,2512,1
2311,2519,2
2311,2521,1
2311,2523,1
2311,2524,1
2311,2531,1
2311,2542,1
2311,2611,2
2311,2619,3
2311,2711,2
2311,2712,1
2311,2811,1
2311,2821,1
2311,2822,1
2311,2823,1
2311,2831,1
2311,2832,1
2311,2833,1
2311,2849,1
2311,2911,1
2311,2912,1
2311,2913,1
2311,2914,2
2311,2915,1
2311,2916,1
2311,2919,1
2311,3111,1
2311,3112,1
2311,3122,1
2311,3123,1
2311,3129,1
2311,3132,1
2311,3133,1
2311,3134,1
2311,3135,1
2311,3141,1
2311,3142,1
2311,3143,1
2311,3144,1
2311,3231,1
2311,3311,1
2311,3313,1
2311,3314,1
2311,3315,1
2311,3332,1
2311,3333,1
2311,3341,1
2311,3343,1
2311,3622,1
2311,3633,2
2311,3634,2
2311,3641,1
2311,3711,1
2311,3712,1
2311,3713,1
2311,3714,1
2311,4111,1
2311,4121,1
2311,4131,1
2311,4132,1
2311,4212,1
2311,4214,1
2311,4222,2
2311,4224,1
2311,4225,1
2311,4226,1
2311,4229,1
2311,4311,1
2311,4312,2
2311,4313,1
2311,4321,1
2311,4323,2
2311,4411,1
2311,4412,1
2311,4413,1
