"","code","skills","skill_type"
"999",2342,"Active Listening","basic_skills"
"1000",2342,"Teaching","basic_skills"
"1001",2342,"Learning Strategies","basic_skills"
"1002",2342,"Active Learning","basic_skills"
"1003",2342,"Caregiving","specific_skills"
"1004",2342,"Child Care","specific_skills"
"1005",2342,"Infant Care","specific_skills"
"1006",2342,"Microsoft Office","specific_skills"
"1007",2351,"Speaking","basic_skills"
"1008",2351,"Teaching","basic_skills"
"1009",2351,"Learning Strategies","basic_skills"
"1010",2351,"Active Listening","basic_skills"
"1011",2351,"Active Learning","basic_skills"
"1012",2351,"Performance Management","specific_skills"
"1013",2352,"Speaking","basic_skills"
"1014",2352,"Teaching","basic_skills"
"1015",2352,"Learning Strategies","basic_skills"
"1016",2352,"Active Listening","basic_skills"
"1017",2352,"Active Learning","basic_skills"
"1018",2352,"Art Fundamentals","specific_skills"
"1019",2353,"Speaking","basic_skills"
"1020",2353,"Teaching","basic_skills"
"1021",2353,"Learning Strategies","basic_skills"
"1022",2353,"Active Listening","basic_skills"
"1023",2353,"Active Learning","basic_skills"
"1024",2353,"Microsoft Office","specific_skills"
"1025",2353,"Performance Management","specific_skills"
"1026",2361,"Speaking","basic_skills"
"1027",2361,"Teaching","basic_skills"
"1028",2361,"Reading Comprehension","basic_skills"
"1029",2361,"Active Listening","basic_skills"
"1030",2361,"Writing","basic_skills"
"1031",2361,"Active Learning","basic_skills"
"1032",2361,"Microsoft Office","specific_skills"
"1033",2371,"Speaking","basic_skills"
"1034",2371,"Teaching","basic_skills"
"1035",2371,"Reading Comprehension","basic_skills"
"1036",2371,"Active Listening","basic_skills"
"1037",2371,"Critical Thinking","basic_skills"
"1038",2371,"Active Learning","basic_skills"
"1039",2371,"Microsoft Office","specific_skills"
"1040",2371,"Crisis Management","specific_skills"
"1041",2371,"Crisis Intervention","specific_skills"
"1042",2381,"Teaching","basic_skills"
"1043",2381,"Reading Comprehension","basic_skills"
"1044",2381,"Active Listening","basic_skills"
"1045",2381,"Learning Strategies","basic_skills"
"1046",2381,"Active Learning","basic_skills"
"1047",2381,"Cloud Computing","specific_skills"
"1048",2381,"Instructional Design","specific_skills"
"1049",2381,"Welding","specific_skills"
"1050",2381,"Mechanical","specific_skills"
"1051",2381,"Electrical Troubleshooting","specific_skills"
"1052",2381,"Workplace Safety And Health","specific_skills"
"1053",2381,"Technical Engineering","specific_skills"
"1054",2391,"Speaking","basic_skills"
"1055",2391,"Teaching","basic_skills"
"1056",2391,"Writing","basic_skills"
"1057",2391,"Active Listening","basic_skills"
"1058",2391,"Learning Strategies","basic_skills"
"1059",2391,"Active Learning","basic_skills"
"1060",2391,"Marketing Analytics","specific_skills"
"1061",2391,"Food Hygiene And Safety Standard","specific_skills"
"1062",2391,"Crisis Intervention","specific_skills"
"1063",2391,"Crisis Management","specific_skills"
"1064",2391,"Academic Management","specific_skills"
"1065",2392,"Speaking","basic_skills"
"1066",2392,"Teaching","basic_skills"
"1067",2392,"Active Listening","basic_skills"
"1068",2392,"Learning Strategies","basic_skills"
"1069",2392,"Active Learning","basic_skills"
"1070",2392,"Microsoft Office","specific_skills"
"1071",2392,"Academic Management","specific_skills"
"1072",2392,"Child Care","specific_skills"
"1073",2392,"Speech Therapy","specific_skills"
"1074",2392,"Crisis Intervention","specific_skills"
"1075",2392,"Crisis Management","specific_skills"
"1076",2393,"Speaking","basic_skills"
"1077",2393,"Teaching","basic_skills"
"1078",2393,"Monitoring","basic_skills"
"1079",2393,"Active Listening","basic_skills"
"1080",2393,"Learning Strategies","basic_skills"
"1081",2393,"Active Learning","basic_skills"
"1082",2393,"Food Safety","specific_skills"
"1083",2393,"Python","specific_skills"
"1084",2393,".Net","specific_skills"
"1085",2393,"Javascript","specific_skills"
"1086",2393,"Cloud Computing","specific_skills"
"1087",2393,"Cobol","specific_skills"
"1088",2393,"Computer Forensics","specific_skills"
"1089",2399,"Active Listening","basic_skills"
"1090",2399,"Teaching","basic_skills"
"1091",2399,"Learning Strategies","basic_skills"
"1092",2399,"Speaking","basic_skills"
"1093",2399,"Critical Thinking","basic_skills"
"1094",2399,"Active Learning","basic_skills"
"1095",2399,"Microsoft Office","specific_skills"
"1096",2399,"Tutoring","specific_skills"
"1097",2399,"Analysis","specific_skills"
"1098",2399,"Academic Management","specific_skills"
"1099",2399,"Crisis Management","specific_skills"
"1100",2411,"Active Listening","basic_skills"
"1101",2411,"Reading Comprehension","basic_skills"
"1102",2411,"Critical Thinking","basic_skills"
"1103",2411,"Speaking","basic_skills"
"1104",2411,"Writing","basic_skills"
"1105",2411,"Mathematics","basic_skills"
"1106",2411,"Complex Problem Solving","basic_skills"
"1107",2411,"Financial Reporting","specific_skills"
"1108",2411,"Costing Skills","specific_skills"
"1109",2411,"Budgeting","specific_skills"
"1110",2411,"Account Management","specific_skills"
"1111",2411,"Financial Management","specific_skills"
"1112",2411,"Internal Auditing","specific_skills"
"1113",2411,"Tax Preparation","specific_skills"
"1114",2411,"Payroll Administration","specific_skills"
"1115",2411,"Halal Integrity System","specific_skills"
"1116",2411,"Halal Compliance","specific_skills"
"1117",2412,"Active Listening","basic_skills"
"1118",2412,"Reading Comprehension","basic_skills"
"1119",2412,"Speaking","basic_skills"
"1120",2412,"Writing","basic_skills"
"1121",2412,"Critical Thinking","basic_skills"
"1122",2412,"Analysis","specific_skills"
"1123",2412,"Forecasting","specific_skills"
"1124",2412,"Wealth Management","specific_skills"
"1125",2412,"Financial Management","specific_skills"
"1126",2412,"Business Analysis","specific_skills"
"1127",2413,"Mathematics","basic_skills"
"1128",2413,"Critical Thinking","basic_skills"
"1129",2413,"Reading Comprehension","basic_skills"
"1130",2413,"Complex Problem Solving","basic_skills"
"1131",2413,"Active Listening","basic_skills"
"1132",2413,"Financial Reporting","specific_skills"
"1133",2413,"Forecasting","specific_skills"
"1134",2413,"Data Analysis","specific_skills"
"1135",2413,"Business Analysis","specific_skills"
"1136",2413,"Corporate Accounting","specific_skills"
"1137",2413,"Performance Analysis","specific_skills"
"1138",2421,"Mathematics","basic_skills"
"1139",2421,"Complex Problem Solving","basic_skills"
"1140",2421,"Critical Thinking","basic_skills"
"1141",2421,"Active Listening","basic_skills"
"1142",2421,"Decision Making","basic_skills"
"1143",2421,"Business Analysis","specific_skills"
"1144",2421,"Data Analysis","specific_skills"
"1145",2421,"Business Management","specific_skills"
"1146",2421,"Administration Management","specific_skills"
"1147",2421,"Trend Analysis","specific_skills"
"1148",2421,"Performance Analysis","specific_skills"
"1149",2422,"Active Listening","basic_skills"
"1150",2422,"Reading Comprehension","basic_skills"
"1151",2422,"Critical Thinking","basic_skills"
"1152",2422,"Speaking","basic_skills"
"1153",2422,"Writing","basic_skills"
"1154",2422,"Analysis","specific_skills"
"1155",2422,"Analytics","specific_skills"
"1156",2422,"Microsoft Office","specific_skills"
"1157",2422,"Administration Management","specific_skills"
"1158",2423,"Speaking","basic_skills"
"1159",2423,"Active Listening","basic_skills"
"1160",2423,"Reading Comprehension","basic_skills"
"1161",2423,"Critical Thinking","basic_skills"
"1162",2423,"Writing","basic_skills"
"1163",2423,"Administration Management","specific_skills"
"1164",2423,"Performance Management","specific_skills"
"1165",2423,"Talent Acquisition","specific_skills"
"1166",2423,"Business Management","specific_skills"
"1167",2423,"Personnel Management","specific_skills"
"1168",2423,"Halal Integrity System","specific_skills"
"1169",2423,"Halal Compliance","specific_skills"
"1170",2424,"Teaching","basic_skills"
"1171",2424,"Learning Strategies","basic_skills"
"1172",2424,"Active Listening","basic_skills"
"1173",2424,"Speaking","basic_skills"
"1174",2424,"Monitoring","basic_skills"
"1175",2424,"Analysis","specific_skills"
"1176",2424,"Microsoft Office","specific_skills"
"1177",2424,"Budgeting","specific_skills"
"1178",2424,"Talent Acquisition","specific_skills"
"1179",2425,"Active Listening","basic_skills"
"1180",2425,"Reading Comprehension","basic_skills"
"1181",2425,"Time Management","basic_skills"
"1182",2425,"Speaking","basic_skills"
"1183",2425,"Coordination","basic_skills"
"1184",2425,"Microsoft Office","specific_skills"
"1185",2425,"Administration Management","specific_skills"
"1186",2425,"Costing Skills","specific_skills"
"1187",2425,"Budgeting","specific_skills"
"1188",2425,"Payroll Administration","specific_skills"
"1189",2425,"Corporate Reporting","specific_skills"
"1190",2426,"Critical Thinking","basic_skills"
"1191",2426,"Active Listening","basic_skills"
"1192",2426,"Reading Comprehension","basic_skills"
"1193",2426,"Speaking","basic_skills"
"1194",2426,"Writing","basic_skills"
"1195",2426,"Analysis","specific_skills"
"1196",2426,"Process Validation","specific_skills"
"1197",2426,"Analytical Testing","specific_skills"
"1198",2426,"Data Visualization","specific_skills"
"1199",2426,"Performance Analysis","specific_skills"
"1200",2426,"Clinical Research","specific_skills"
"1201",2426,"Laboratory Research","specific_skills"
"1202",2426,"Quantitative Research","specific_skills"
"1203",2431,"Active Listening","basic_skills"
"1204",2431,"Critical Thinking","basic_skills"
"1205",2431,"Social Perceptivenesss","basic_skills"
"1206",2431,"Speaking","basic_skills"
"1207",2431,"Decision Making","basic_skills"
"1208",2431,"Sales Management","specific_skills"
"1209",2431,"Market Analysis","specific_skills"
"1210",2431,"Business Management","specific_skills"
"1211",2431,"Digital Advertising","specific_skills"
"1212",2431,"Business Analysis","specific_skills"
"1213",2432,"Active Listening","basic_skills"
"1214",2432,"Speaking","basic_skills"
"1215",2432,"Coordination","basic_skills"
"1216",2432,"Social Perceptivenesss","basic_skills"
"1217",2432,"Time Management","basic_skills"
"1218",2432,"Program Management","specific_skills"
"1219",2432,"Corporate Reporting","specific_skills"
"1220",2432,"Strategic Management","specific_skills"
"1221",2432,"Team Management","specific_skills"
"1222",2432,"Compliance Management","specific_skills"
"1223",2432,"Cost Analysis","specific_skills"
"1224",2433,"Persuasion","basic_skills"
"1225",2433,"Speaking","basic_skills"
"1226",2433,"Active Listening","basic_skills"
"1227",2433,"Negotiation","basic_skills"
"1228",2433,"Social Perceptivenesss","basic_skills"
"1229",2433,"Market Research","specific_skills"
"1230",2433,"Sales Management","specific_skills"
"1231",2433,"Healthcare Management","specific_skills"
"1232",2433,"Workplace Safety And Health","specific_skills"
"1233",2434,"Persuasion","basic_skills"
"1234",2434,"Active Listening","basic_skills"
"1235",2434,"Speaking","basic_skills"
"1236",2434,"Coordination","basic_skills"
"1237",2434,"Critical Thinking","basic_skills"
"1238",2434,"Analysis","specific_skills"
"1239",2434,"Food Hygiene And Safety Standard","specific_skills"
"1240",2434,"Analytics","specific_skills"
"1241",2434,"Administration Management","specific_skills"
"1242",2434,"Order Processing","specific_skills"
"1243",2434,"Product Management","specific_skills"
"1244",2511,"Active Listening","basic_skills"
"1245",2511,"Critical Thinking","basic_skills"
"1246",2511,"Reading Comprehension","basic_skills"
"1247",2511,"Speaking","basic_skills"
"1248",2511,"Sql","specific_skills"
"1249",2511,"Oracle","specific_skills"
"1250",2511,"Java","specific_skills"
"1251",2511,"System Design","specific_skills"
"1252",2511,"Mongo Db","specific_skills"
"1253",2511,"Cloud Computing","specific_skills"
"1254",2511,"Jquery","specific_skills"
"1255",2511,"Apache Tomcat","specific_skills"
"1256",2511,"Internet Literacy","specific_skills"
"1257",2511,"Machine Learning","specific_skills"
"1258",2511,"Systems Analysis","specific_skills"
"1259",2511,".Net","specific_skills"
"1260",2512,"Active Listening","basic_skills"
"1261",2512,"Complex Problem Solving","basic_skills"
"1262",2512,"Critical Thinking","basic_skills"
"1263",2512,"Javascript","specific_skills"
"1264",2512,"Sql","specific_skills"
"1265",2512,"Food Safety","specific_skills"
"1266",2512,"Analysis","specific_skills"
"1267",2512,"Css","specific_skills"
"1268",2512,".Net","specific_skills"
"1269",2512,"Debugging","specific_skills"
"1270",2512,"Troubleshooting","specific_skills"
"1271",2512,"Cloud Computing","specific_skills"
"1272",2512,"Machine Learning","specific_skills"
"1273",2512,"Jquery","specific_skills"
"1274",2512,"Apache Tomcat","specific_skills"
"1275",2512,"Development Environment Software","specific_skills"
"1276",2513,"Critical Thinking","basic_skills"
"1277",2513,"Complex Problem Solving","basic_skills"
"1278",2513,"Reading Comprehension","basic_skills"
"1279",2513,"Web Design","specific_skills"
"1280",2513,"Food Safety","specific_skills"
"1281",2513,"Sql","specific_skills"
"1282",2513,"Debugging","specific_skills"
"1283",2513,"Web Platform Development Software","specific_skills"
"1284",2513,"Website Management","specific_skills"
"1285",2513,"Troubleshooting","specific_skills"
"1286",2513,"Cloud Computing","specific_skills"
"1287",2513,"Machine Learning","specific_skills"
"1288",2513,"Business Intelligence (Bi)","specific_skills"
"1289",2513,"Internet Literacy","specific_skills"
"1290",2513,"Wireless Security Network","specific_skills"
"1291",2513,"Network Security","specific_skills"
"1292",2514,"Critical Thinking","basic_skills"
"1293",2514,"Complex Problem Solving","basic_skills"
"1294",2514,"Active Listening","basic_skills"
"1295",2514,"Javascript","specific_skills"
"1296",2514,"Food Safety","specific_skills"
"1297",2514,"Java","specific_skills"
"1298",2514,"Css","specific_skills"
"1299",2514,"Sql","specific_skills"
"1300",2514,"Mysql","specific_skills"
"1301",2514,"Html5","specific_skills"
"1302",2514,".Net","specific_skills"
"1303",2514,"Troubleshooting","specific_skills"
"1304",2514,"Cloud Computing","specific_skills"
"1305",2514,"Machine Learning","specific_skills"
"1306",2514,"Development Environment Software","specific_skills"
"1307",2519,"Critical Thinking","basic_skills"
"1308",2519,"Reading Comprehension","basic_skills"
"1309",2519,"Speaking","basic_skills"
"1310",2519,"Active Listening","basic_skills"
"1311",2519,"Analysis","specific_skills"
"1312",2519,"Debugging","specific_skills"
"1313",2519,".Net","specific_skills"
"1314",2519,"Testing Skills","specific_skills"
"1315",2519,"Data Validation","specific_skills"
"1316",2519,"Failure Analysis","specific_skills"
"1317",2519,"Security Assessment","specific_skills"
"1318",2519,"Troubleshooting","specific_skills"
"1319",2519,"Cloud Computing","specific_skills"
"1320",2519,"Computer Forensics","specific_skills"
"1321",2521,"Critical Thinking","basic_skills"
"1322",2521,"Decision Making","basic_skills"
"1323",2521,"Reading Comprehension","basic_skills"
"1324",2521,"Active Listening","basic_skills"
"1325",2521,"Complex Problem Solving","basic_skills"
"1326",2521,"Analysis","specific_skills"
"1327",2521,"Sql","specific_skills"
"1328",2521,"Mysql","specific_skills"
"1329",2521,"Oracle","specific_skills"
"1330",2521,"Database Administration","specific_skills"
"1331",2521,"Analytics","specific_skills"
"1332",2521,"Database Design","specific_skills"
"1333",2521,"Database Management","specific_skills"
"1334",2521,"Data Warehousing","specific_skills"
"1335",2521,"Data Migration","specific_skills"
"1336",2521,"Data Management Protection","specific_skills"
"1337",2521,"Cloud Computing","specific_skills"
"1338",2522,"Critical Thinking","basic_skills"
"1339",2522,"Active Listening","basic_skills"
"1340",2522,"Reading Comprehension","basic_skills"
"1341",2522,"Decision Making","basic_skills"
"1342",2522,"Monitoring","basic_skills"
"1343",2522,"Food Safety","specific_skills"
"1344",2522,"System Administration","specific_skills"
"1345",2522,"System Design","specific_skills"
"1346",2522,"Network Administration","specific_skills"
"1347",2522,"Database Administration","specific_skills"
"1348",2522,"Security Assessment","specific_skills"
"1349",2522,"Troubleshooting","specific_skills"
"1350",2522,"Cloud Computing","specific_skills"
"1351",2522,"Computer Forensics","specific_skills"
"1352",2523,"Critical Thinking","basic_skills"
"1353",2523,"Active Listening","basic_skills"
"1354",2523,"Decision Making","basic_skills"
"1355",2523,"Reading Comprehension","basic_skills"
"1356",2523,"Active Learning","basic_skills"
"1357",2523,"Analysis","specific_skills"
"1358",2523,"Intrusion Detection","specific_skills"
"1359",2523,"Network Administration","specific_skills"
"1360",2523,"Database Management","specific_skills"
"1361",2523,"Cisco Routing","specific_skills"
"1362",2523,"Debugging","specific_skills"
"1363",2523,"Network Security","specific_skills"
"1364",2524,"Critical Thinking","basic_skills"
"1365",2524,"Reading Comprehension","basic_skills"
"1366",2524,"Active Listening","basic_skills"
"1367",2524,"Speaking","basic_skills"
"1368",2524,"Active Learning","basic_skills"
"1369",2524,"Sql","specific_skills"
"1370",2524,"Analytics","specific_skills"
"1371",2524,"Analysis","specific_skills"
"1372",2524,"Python","specific_skills"
"1373",2524,"Data Analysis","specific_skills"
"1374",2524,"Machine Learning","specific_skills"
"1375",2524,"Data Mining","specific_skills"
"1376",2524,"Data Management","specific_skills"
"1377",2524,"Data Visualization","specific_skills"
"1378",2531,"Reading Comprehension","basic_skills"
"1379",2531,"Critical Thinking","basic_skills"
"1380",2531,"Active Listening","basic_skills"
"1381",2531,"Complex Problem Solving","basic_skills"
"1382",2531,"Speaking","basic_skills"
"1383",2531,"Analysis","specific_skills"
"1384",2531,"Penetration Testing","specific_skills"
"1385",2531,"Vulnerability Assessment","specific_skills"
"1386",2531,"Javascript","specific_skills"
"1387",2531,"Malware Analysis","specific_skills"
"1388",2531,"Intrusion Detection","specific_skills"
"1389",2531,"Security Assessment","specific_skills"
"1390",2531,"Cybersecurity Assessment","specific_skills"
"1391",2541,"Active Listening","basic_skills"
"1392",2541,"Critical Thinking","basic_skills"
"1393",2541,"Reading Comprehension","basic_skills"
"1394",2541,"Speaking","basic_skills"
"1395",2541,"Active Learning","basic_skills"
"1396",2541,"Animation","specific_skills"
"1397",2541,"Adobe Photoshop","specific_skills"
"1398",2541,"Video Editing","specific_skills"
"1399",2541,"Graphic Design","specific_skills"
"1400",2541,"3d Modelling","specific_skills"
"1401",2541,"Autocad","specific_skills"
"1402",2542,"Active Listening","basic_skills"
"1403",2542,"Complex Problem Solving","basic_skills"
"1404",2542,"Critical Thinking","basic_skills"
"1405",2542,"Reading Comprehension","basic_skills"
"1406",2542,"Adobe Illustrator","specific_skills"
"1407",2542,"Animation","specific_skills"
"1408",2542,"2d Software","specific_skills"
"1409",2542,"Graphic Design","specific_skills"
"1410",2542,"Analysis","specific_skills"
"1411",2542,"Mobile Games","specific_skills"
"1412",2542,"Video Editing","specific_skills"
"1413",2542,"Computer Animation","specific_skills"
"1414",2543,"Active Listening","basic_skills"
"1415",2543,"Critical Thinking","basic_skills"
"1416",2543,"Speaking","basic_skills"
"1417",2543,"Reading Comprehension","basic_skills"
"1418",2543,"Active Learning","basic_skills"
"1419",2543,"Graphic Design","specific_skills"
"1420",2543,"Adobe Photoshop","specific_skills"
"1421",2543,"Adobe Illustrator","specific_skills"
"1422",2543,"Video Editing","specific_skills"
"1423",2543,"Animation","specific_skills"
"1424",2543,"Css","specific_skills"
"1425",2543,"Motion Graphic","specific_skills"
"1426",2543,"Web Design","specific_skills"
"1427",2611,"Active Listening","basic_skills"
"1428",2611,"Speaking","basic_skills"
"1429",2611,"Reading Comprehension","basic_skills"
"1430",2611,"Critical Thinking","basic_skills"
"1431",2611,"Complex Problem Solving","basic_skills"
"1432",2611,"Analysis","specific_skills"
"1433",2611,"Contract Drafting","specific_skills"
"1434",2611,"Legal Analysis","specific_skills"
"1435",2611,"Leasing","specific_skills"
"1436",2611,"Administration Management","specific_skills"
"1437",2611,"Legal Writing","specific_skills"
"1438",2611,"Crisis Management","specific_skills"
"1439",2612,"Active Listening","basic_skills"
"1440",2612,"Critical Thinking","basic_skills"
"1441",2612,"Decision Making","basic_skills"
"1442",2612,"Reading Comprehension","basic_skills"
"1443",2612,"Complex Problem Solving","basic_skills"
"1444",2612,"Legal Analysis","specific_skills"
"1445",2612,"Contract Analysis","specific_skills"
"1446",2619,"Critical Thinking","basic_skills"
"1447",2619,"Reading Comprehension","basic_skills"
"1448",2619,"Speaking","basic_skills"
"1449",2619,"Active Listening","basic_skills"
"1450",2619,"Writing","basic_skills"
"1451",2619,"Analysis","specific_skills"
"1452",2619,"Administration Management","specific_skills"
"1453",2619,"Microsoft Office","specific_skills"
"1454",2711,"Active Listening","basic_skills"
"1455",2711,"Service Orientation","basic_skills"
"1456",2711,"Management Of Personnel Resources","basic_skills"
"1457",2711,"Social Perceptivenesss","basic_skills"
"1458",2711,"Speaking","basic_skills"
"1459",2711,"Housekeeping","specific_skills"
"1460",2711,"Microsoft Office","specific_skills"
"1461",2711,"Order Management","specific_skills"
"1462",2711,"Administration Management","specific_skills"
"1463",2712,"Service Orientation","basic_skills"
"1464",2712,"Active Listening","basic_skills"
"1465",2712,"Management Of Personnel Resources","basic_skills"
"1466",2712,"Monitoring","basic_skills"
"1467",2712,"Speaking","basic_skills"
"1468",2712,"Cooking","specific_skills"
"1469",2712,"Costing Skills","specific_skills"
"1470",2712,"Food Preparation","specific_skills"
"1471",2712,"Cash Management","specific_skills"
"1472",2712,"Program Management","specific_skills"
"1473",2712,"Team Management","specific_skills"
"1474",2712,"Administration Management","specific_skills"
"1475",2712,"Testing Skills","specific_skills"
"1476",2811,"Reading Comprehension","basic_skills"
"1477",2811,"Active Listening","basic_skills"
"1478",2811,"Writing","basic_skills"
"1479",2811,"Critical Thinking","basic_skills"
"1480",2811,"Microsoft Office","specific_skills"
"1481",2811,"Speaking","basic_skills"
"1482",2811,"Data Entry","specific_skills"
"1483",2812,"Active Listening","basic_skills"
"1484",2812,"Reading Comprehension","basic_skills"
"1485",2812,"Speaking","basic_skills"
"1486",2812,"Critical Thinking","basic_skills"
"1487",2812,"Writing","basic_skills"
"1488",2812,"Collection Development","specific_skills"
"1489",2821,"Critical Thinking","basic_skills"
"1490",2821,"Mathematics","basic_skills"
"1491",2821,"Reading Comprehension","basic_skills"
"1492",2821,"Active Listening","basic_skills"
"1493",2821,"Decision Making","basic_skills"
"1494",2821,"Analysis","specific_skills"
"1495",2821,"Forecasting","specific_skills"
"1496",2822,"Reading Comprehension","basic_skills"
"1497",2822,"Active Listening","basic_skills"
"1498",2822,"Social Perceptivenesss","basic_skills"
"1499",2822,"Writing","basic_skills"
"1500",2822,"Active Learning","basic_skills"
"1501",2822,"Analysis","specific_skills"
"1502",2822,"Research And Development","specific_skills"
"1503",2822,"Scientific","specific_skills"
"1504",2822,"Speaking","basic_skills"
"1505",2822,"Critical Thinking","basic_skills"
"1506",2823,"Reading Comprehension","basic_skills"
"1507",2823,"Speaking","basic_skills"
"1508",2823,"Active Listening","basic_skills"
"1509",2823,"Critical Thinking","basic_skills"
"1510",2823,"Writing","basic_skills"
"1511",2823,"Analysis","specific_skills"
"1512",2823,"Research And Development","specific_skills"
"1513",2823,"Microsoft Word","specific_skills"
"1514",2824,"Active Listening","basic_skills"
"1515",2824,"Reading Comprehension","basic_skills"
"1516",2824,"Complex Problem Solving","basic_skills"
"1517",2824,"Decision Making","basic_skills"
"1518",2824,"Speaking","basic_skills"
"1519",2824,"Analytics","specific_skills"
"1520",2824,"Crisis Intervention","specific_skills"
"1521",2824,"Psychology","specific_skills"
"1522",2824,"Patient Care","specific_skills"
"1523",2825,"Active Listening","basic_skills"
"1524",2825,"Social Perceptivenesss","basic_skills"
"1525",2825,"Speaking","basic_skills"
"1526",2825,"Complex Problem Solving","basic_skills"
"1527",2825,"Decision Making","basic_skills"
"1528",2825,"Community Management","basic_skills"
"1529",2825,"Community Service","basic_skills"
"1530",2825,"Crisis Management","specific_skills"
"1531",2825,"Crisis Intervention","specific_skills"
"1532",2825,"Data Management","specific_skills"
"1533",2826,"Speaking","basic_skills"
"1534",2826,"Active Listening","basic_skills"
"1535",2826,"Service Orientation","basic_skills"
"1536",2826,"Social Perceptivenesss","basic_skills"
"1537",2826,"Reading Comprehension","basic_skills"
"1538",2826,"Crisis Management","specific_skills"
"1539",2826,"Crisis Intervention","specific_skills"
"1540",2826,"Data Management","specific_skills"
"1541",2831,"Reading Comprehension","basic_skills"
"1542",2831,"Writing","basic_skills"
"1543",2831,"Active Listening","basic_skills"
"1544",2831,"Speaking","basic_skills"
"1545",2831,"Critical Thinking","basic_skills"
"1546",2831,"Proofreading","specific_skills"
"1547",2831,"Copywriting","specific_skills"
"1548",2831,"Analysis","specific_skills"
"1549",2831,"News Editing","specific_skills"
"1550",2831,"Knowledge Management","specific_skills"
"1551",2832,"Reading Comprehension","basic_skills"
"1552",2832,"Writing","basic_skills"
"1553",2832,"Active Listening","basic_skills"
"1554",2832,"Speaking","basic_skills"
"1555",2832,"Critical Thinking","basic_skills"
"1556",2832,"Copywriting","specific_skills"
"1557",2832,"Data Analysis","specific_skills"
"1558",2832,"Proofreading","specific_skills"
"1559",2832,"Data Visualization","specific_skills"
"1560",2832,"Digital Advertising","specific_skills"
"1561",2832,"Microsoft Office","specific_skills"
"1562",2833,"Active Listening","basic_skills"
"1563",2833,"Speaking","basic_skills"
"1564",2833,"Reading Comprehension","basic_skills"
"1565",2833,"Writing","basic_skills"
"1566",2833,"Critical Thinking","basic_skills"
"1567",2833,"Microsoft Office","specific_skills"
"1568",2841,"Critical Thinking","basic_skills"
"1569",2841,"Active Listening","basic_skills"
"1570",2841,"Decision Making","basic_skills"
"1571",2841,"Reading Comprehension","basic_skills"
"1572",2841,"Adobe Illustrator","specific_skills"
"1573",2841,"Adobe Photoshop","specific_skills"
"1574",2841,"Graphic Design","specific_skills"
"1575",2841,"Video Editing","specific_skills"
"1576",2841,"Animation","specific_skills"
"1577",2842,"Active Listening","basic_skills"
"1578",2842,"Speaking","basic_skills"
"1579",2842,"Critical Thinking","basic_skills"
"1580",2842,"Coordination","basic_skills"
"1581",2842,"Decision Making","basic_skills"
"1582",2842,"Food Hygiene And Safety Standard","specific_skills"
"1583",2842,"Quality Management","specific_skills"
"1584",2842,"Music Composition","specific_skills"
"1585",2843,"Active Listening","basic_skills"
"1586",2843,"Coordination","basic_skills"
"1587",2843,"Critical Thinking","basic_skills"
"1588",2843,"Teaching","basic_skills"
"1589",2843,"Speaking","basic_skills"
"1590",2843,"Monitoring","basic_skills"
"1591",2844,"Speaking","basic_skills"
"1592",2844,"Active Listening","basic_skills"
"1593",2844,"Critical Thinking","basic_skills"
"1594",2844,"Coordination","basic_skills"
"1595",2844,"Monitoring","basic_skills"
"1596",2844,"Video Editing","specific_skills"
"1597",2844,"Video Production","specific_skills"
"1598",2844,"Motion Graphic","specific_skills"
"1599",2844,"Illustration","specific_skills"
"1600",2844,"Animation","specific_skills"
"1601",2844,"Photography","specific_skills"
"1602",2845,"Reading Comprehension","basic_skills"
"1603",2845,"Speaking","basic_skills"
"1604",2845,"Active Listening","basic_skills"
"1605",2845,"Social Perceptivenesss","basic_skills"
"1606",2845,"Critical Thinking","basic_skills"
"1607",2845,"Acting","basic_skills"
"1608",2845,"Concept Art","specific_skills"
"1609",2846,"Speaking","basic_skills"
"1610",2846,"Active Listening","basic_skills"
"1611",2846,"Reading Comprehension","basic_skills"
"1612",2846,"Critical Thinking","basic_skills"
"1613",2846,"Social Perceptivenesss","basic_skills"
"1614",2846,"Audio Editing","specific_skills"
"1615",2847,"Reading Comprehension","basic_skills"
"1616",2847,"Speaking","basic_skills"
"1617",2847,"Active Listening","basic_skills"
"1618",2847,"Social Perceptivenesss","basic_skills"
"1619",2847,"Critical Thinking","basic_skills"
"1620",2847,"Acting","basic_skills"
"1621",2847,"Concept Art","specific_skills"
"1622",2849,"Reading Comprehension","basic_skills"
"1623",2849,"Speaking","basic_skills"
"1624",2849,"Writing","basic_skills"
"1625",2849,"Active Listening","basic_skills"
"1626",2849,"Critical Thinking","basic_skills"
"1627",2849,"Art Fundamentals","specific_skills"
"1628",2849,"Concept Art","specific_skills"
"1629",2849,"Analysis","specific_skills"
"1630",2849,"Portfolio Management","specific_skills"
"1631",2911,"Active Listening","basic_skills"
"1632",2911,"Critical Thinking","basic_skills"
"1633",2911,"Speaking","basic_skills"
"1634",2911,"Reading Comprehension","basic_skills"
"1635",2911,"Social Perceptivenesss","basic_skills"
"1636",2911,"Administration Management","specific_skills"
"1637",2911,"Regulatory Process Skills","specific_skills"
"1638",2912,"Active Listening","basic_skills"
"1639",2912,"Reading Comprehension","basic_skills"
"1640",2912,"Critical Thinking","basic_skills"
"1641",2912,"Speaking","basic_skills"
"1642",2912,"Decision Making","basic_skills"
