code,skills,skill_type
7127,Equipment Maintenance,specific_skills
7127,Repairing,specific_skills
7127,Installation,specific_skills
7131,Handling And Moving Objects,basic_skills
7131,Coordination,basic_skills
7131,Blasting And Painting,specific_skills
7131,Carpentry,specific_skills
7131,Construction,specific_skills
7132,Handling And Moving Objects,basic_skills
7132,Coordination,basic_skills
7132,Blasting And Painting,specific_skills
7132,Carpentry,specific_skills
7132,Construction,specific_skills
7133,Communication,basic_skills
7133,Coordination,basic_skills
7211,Handling And Moving Objects,basic_skills
7211,Coordination,basic_skills
7211,Communication,basic_skills
7211,Welding,specific_skills
7211,Machine Operation,specific_skills
7212,Coordination,basic_skills
7212,Handling And Moving Objects,basic_skills
7212,Welding,specific_skills
7212,Pipe Welding,specific_skills
7212,Carpentry,specific_skills
7212,Electrical Wiring,specific_skills
7212,Brazing,specific_skills
7213,Coordination,basic_skills
7213,Handling And Moving Objects,basic_skills
7213,Welding,specific_skills
7213,Pipe Welding,specific_skills
7213,Carpentry,specific_skills
7213,Electrical Wiring,specific_skills
7213,Brazing,specific_skills
7214,Coordination,basic_skills
7214,Handling And Moving Objects,basic_skills
7214,Structure Welding,specific_skills
7214,Carpentry,specific_skills
7214,Brazing,specific_skills
7214,Construction,specific_skills
7215,Active Listening,basic_skills
7215,Coordination,basic_skills
7215,Critical Thinking,basic_skills
7215,Monitoring,basic_skills
7215,Cabling,specific_skills
7221,Coordination,basic_skills
7221,Handling And Moving Objects,basic_skills
7221,Repairing,specific_skills
7221,Welding,specific_skills
7221,Machine Operation,specific_skills
7222,Coordination,basic_skills
7222,Handling And Moving Objects,basic_skills
7222,Repairing,specific_skills
7222,Welding,specific_skills
7222,Machine Operation,specific_skills
7223,Coordination,basic_skills
7223,Handling And Moving Objects,basic_skills
7223,Machine Operation,specific_skills
7223,Measurement,specific_skills
7224,Coordination,basic_skills
7224,Handling And Moving Objects,basic_skills
7224,Machine Operation,specific_skills
7224,Measurement,specific_skills
7231,Problem Solving,basic_skills
7231,Critical Thinking,basic_skills
7231,Engine Repair,specific_skills
7231,Mechanical Maintenance,specific_skills
7231,Repairing,specific_skills
7232,Problem Solving,basic_skills
7232,Critical Thinking,basic_skills
7232,Engine Repair,specific_skills
7232,Mechanical Maintenance,specific_skills
7232,Repairing,specific_skills
7233,Problem Solving,basic_skills
7233,Critical Thinking,basic_skills
7233,Engine Repair,specific_skills
7233,Mechanical Maintenance,specific_skills
7233,Repairing,specific_skills
7233,Electrical Wiring,specific_skills
7234,Service Orientation,basic_skills
7234,Complex Problem Solving,basic_skills
7234,Critical Thinking,basic_skills
7234,Mechanical Maintenance,specific_skills
7234,Repairing,specific_skills
7234,Electrical Wiring,specific_skills
7239,Service Orientation,basic_skills
7239,Complex Problem Solving,basic_skills
7239,Critical Thinking,basic_skills
7239,Engine Repair,specific_skills
7239,Mechanical Maintenance,specific_skills
7239,Repairing,specific_skills
7239,Electrical Wiring,specific_skills
7311,Service Orientation,basic_skills
7311,Complex Problem Solving,basic_skills
7311,Critical Thinking,basic_skills
7311,Measurement,specific_skills
7311,Installation,specific_skills
7311,Repairing,specific_skills
7312,Problem Solving,basic_skills
7312,Critical Thinking,basic_skills
7312,Measurement,specific_skills
7312,Installation,specific_skills
7312,Repairing,specific_skills
7313,Service Orientation,basic_skills
7313,Complex Problem Solving,basic_skills
7313,Critical Thinking,basic_skills
7313,Measurement,specific_skills
7313,Installation,specific_skills
7313,Problem Solving,basic_skills
7314,Service Orientation,basic_skills
7314,Complex Problem Solving,basic_skills
7314,Critical Thinking,basic_skills
7315,Communication,basic_skills
7315,Complex Problem Solving,basic_skills
7315,Reading Comprehension,basic_skills
7315,Critical Thinking,basic_skills
7316,Communication,basic_skills
7316,Complex Problem Solving,basic_skills
7316,Reading Comprehension,basic_skills
7316,Critical Thinking,basic_skills
7317,Communication,basic_skills
7317,Problem Solving,basic_skills
7318,Communication,basic_skills
7318,Problem Solving,basic_skills
7318,Service Orientation,basic_skills
7318,Sewing,specific_skills
7319,Communication,basic_skills
7319,Problem Solving,basic_skills
7319,Service Orientation,basic_skills
7319,Sewing,specific_skills
7321,Active Listening,basic_skills
7321,Monitoring,basic_skills
7321,Speaking,basic_skills
7321,Time Management,basic_skills
7321,Photo Editing,specific_skills
7321,Graphic Design,specific_skills
7321,Microsoft Office,specific_skills
7321,Adobe Photoshop,specific_skills
7322,Active Listening,basic_skills
7322,Monitoring,basic_skills
7322,Speaking,basic_skills
7322,Time Management,basic_skills
7322,Sketching,specific_skills
7322,Adobe Photoshop,specific_skills
7322,Microsoft Office,specific_skills
7322,Printer Repair,specific_skills
7323,Active Listening,basic_skills
7323,Monitoring,basic_skills
7323,Speaking,basic_skills
7323,Time Management,basic_skills
7324,Active Listening,basic_skills
7324,Monitoring,basic_skills
7324,Speaking,basic_skills
7324,Time Management,basic_skills
7324,Brazing,specific_skills
7324, Sculpting,specific_skills
7324,Photography,specific_skills
7411,Teamwork,basic_skills
7411,Problem Solving,basic_skills
7411,Communication,basic_skills
7411,Active Listening,basic_skills
7411,Mechanical & Electrical,specific_skills
7411,Electrical Troubleshooting,specific_skills
7411,Electrical Wiring,specific_skills
7412,Teamwork,basic_skills
7412,Problem Solving,basic_skills
7412,Communication,basic_skills
7412,Active Listening,basic_skills
7412,Mechanical & Electrical,specific_skills
7412,Electrical Troubleshooting,specific_skills
7412,Electrical Wiring,specific_skills
7413,Teamwork,basic_skills
7413,Problem Solving,basic_skills
7413,Communication,basic_skills
7413,Active Listening,basic_skills
7413,Mechanical & Electrical,specific_skills
7413,Electrical Troubleshooting,specific_skills
7413,Electrical Wiring,specific_skills
7413,Cabling,specific_skills
7421,Teamwork,basic_skills
7421,Problem Solving,basic_skills
7421,Communication,basic_skills
7421,Active Listening,basic_skills
7421,Mechanical & Electrical,specific_skills
7421,Electrical Troubleshooting,specific_skills
7421,Electrical Wiring,specific_skills
7421,Cabling,specific_skills
7422,Teamwork,basic_skills
7422,Problem Solving,basic_skills
7422,Communication,basic_skills
7422,Active Listening,basic_skills
7422,Mechanical & Electrical,specific_skills
7422,Electrical Troubleshooting,specific_skills
7422,Electrical Wiring,specific_skills
7422,Cabling,specific_skills
7511,Communication,basic_skills
7511,Reading Comprehension,basic_skills
7511,Coordination,basic_skills
7511,Slaughtering Skills,specific_skills
7511,Cooking,specific_skills
7511,Weighing,specific_skills
7511,Halal Compliance,specific_skills
7512,Monitoring,basic_skills
7512,Coordination,basic_skills
7512,Cooking,specific_skills
7512,Food Preparation,specific_skills
7513,Coordination,basic_skills
7513,Reading Comprehension,basic_skills
7513,Cooking,specific_skills
7513,Food Preparation,specific_skills
7514,Coordination,basic_skills
7514,Reading Comprehension,basic_skills
7514,Cooking,specific_skills
7514,Food Preparation,specific_skills
7515,Critical Thinking,basic_skills
7515,Production And Processing,specific_skills
7515,Testing Skills,specific_skills
7515,Halal Compliance,specific_skills
7516,Problem Solving,basic_skills
7516,Reading Comprehension,basic_skills
7516,Production And Processing,specific_skills
7611,Problem Solving,basic_skills
7611,Reading Comprehension,basic_skills
7611,Production And Processing,specific_skills
7611,Testing Skills,specific_skills
7612,Monitoring,basic_skills
7612,Creative Arts,basic_skills
7612,Critical Thinking,basic_skills
7612,Carpentry,specific_skills
7612,Cabinet Installation,specific_skills
7613,Teamwork,basic_skills
7613,Time Management,basic_skills
7613,Machine Operation,specific_skills
7621,Time Management,basic_skills
7621,Active Listening,basic_skills
7621,Critical Thinking,basic_skills
7621,Speaking,basic_skills
7621,Sewing,specific_skills
7622,Critical Thinking,basic_skills
7622,Active Listening,basic_skills
7622,Decision Making,basic_skills
7622,Time Management,basic_skills
7622,Sewing,specific_skills
7622,Active Learning,basic_skills
7622,Speaking,basic_skills
7623,Time Management,basic_skills
7623,Active Listening,basic_skills
7623,Critical Thinking,basic_skills
7623,Speaking,basic_skills
7623,Sewing,specific_skills
7624,Reading Comprehension,basic_skills
7624,Active Listening,basic_skills
7624,Complex Problem Solving,basic_skills
7624,Installation,specific_skills
7624,Repairing,specific_skills
7624,Sewing,specific_skills
7625,Reading Comprehension,basic_skills
7631,Critical Thinking,basic_skills
7631,Problem Solving,basic_skills
7631,Active Listening,basic_skills
7631,Decision Making,basic_skills
7631,Scuba Skills,specific_skills
7632,Active Listening,basic_skills
7632,Decision Making,basic_skills
7633,Critical Thinking,basic_skills
7633,Writing,basic_skills
7633,Active Listening,basic_skills
7633,Decision Making,basic_skills
7633,Production And Processing,specific_skills
7633,Testing Skills,specific_skills
7634,Active Listening,basic_skills
7634,Critical Thinking,basic_skills
7634,Speaking,basic_skills
7634,Work Safety,specific_skills
7639,Active Listening,basic_skills
7639,Critical Thinking,basic_skills
7639,Speaking,basic_skills
7639,Photography,specific_skills
8111,Handling And Moving Objects,basic_skills
8111,Equipment Maintenance,specific_skills
8111,Work Safety,specific_skills
8112,Handling And Moving Objects,basic_skills
8112,Coordination,basic_skills
8112,Reading Comprehension,basic_skills
8112,Work Safety,specific_skills
8112,Operation Monitoring,specific_skills
8112,Equipment Maintenance,specific_skills
8112,Machine Operation,specific_skills
8113,Handling And Moving Objects,basic_skills
8113,Coordination,basic_skills
8113,Reading Comprehension,basic_skills
8113,Work Safety,specific_skills
8113,Operation Monitoring,specific_skills
8113,Equipment Maintenance,specific_skills
8113,Machine Operation,specific_skills
8114,Coordination,basic_skills
8114,Reading Comprehension,basic_skills
8114,Work Safety,specific_skills
8114,Machine Operation,specific_skills
8114,Operation Monitoring,specific_skills
8121,Coordination,basic_skills
8121,Reading Comprehension,basic_skills
8121,Work Safety,specific_skills
8121,Machine Operation,specific_skills
8121,Operation Monitoring,specific_skills
8122,Coordination,basic_skills
8122,Reading Comprehension,basic_skills
8122,Work Safety,specific_skills
8122,Machine Operation,specific_skills
8122,Operation Monitoring,specific_skills
8131,Coordination,basic_skills
8131,Reading Comprehension,basic_skills
8131,Work Safety,specific_skills
8131,Machine Operation,specific_skills
8131,Operation Monitoring,specific_skills
8132,Coordination,basic_skills
8132,Reading Comprehension,basic_skills
8132,Service Orientation,basic_skills
8132,Work Safety,specific_skills
8132,Machine Operation,specific_skills
8132,Photo Editing,specific_skills
8141,Coordination,basic_skills
8141,Reading Comprehension,basic_skills
8141,Work Safety,specific_skills
8141,Machine Operation,specific_skills
8141,Operation Monitoring,specific_skills
8142,Coordination,basic_skills
8142,Reading Comprehension,basic_skills
8142,Work Safety,specific_skills
8142,Machine Operation,specific_skills
8142,Operation Monitoring,specific_skills
8143,Coordination,basic_skills
8143,Reading Comprehension,basic_skills
8143,Work Safety,specific_skills
8143,Machine Operation,specific_skills
8143,Operation Monitoring,specific_skills
8151,Coordination,basic_skills
8151,Reading Comprehension,basic_skills
8151,Machine Operation,specific_skills
8151,Sewing,specific_skills
8151,Work Safety,specific_skills
8152,Coordination,basic_skills
8152,Reading Comprehension,basic_skills
8152,Machine Operation,specific_skills
8152,Sewing,specific_skills
8152,Work Safety,specific_skills
8153,Coordination,basic_skills
8153,Reading Comprehension,basic_skills
8153,Operation And Control,specific_skills
8153,Sewing,specific_skills
8153,Machine Operation,specific_skills
8153,Work Safety,specific_skills
8154,Coordination,basic_skills
8154,Reading Comprehension,basic_skills
8154,Operation And Control,specific_skills
8154,Machine Operation,specific_skills
8154,Work Safety,specific_skills
8155,Coordination,basic_skills
8155,Reading Comprehension,basic_skills
8155,Operation And Control,specific_skills
8155,Machine Operation,specific_skills
8155,Work Safety,specific_skills
8156,Coordination,basic_skills
8156,Reading Comprehension,basic_skills
8156,Operation And Control,specific_skills
8156,Machine Operation,specific_skills
8156,Work Safety,specific_skills
8157,Coordination,basic_skills
8157,Reading Comprehension,basic_skills
8157,Operation And Control,specific_skills
8157,Machine Operation,specific_skills
8157,Work Safety,specific_skills
8159,Coordination,basic_skills
8159,Reading Comprehension,basic_skills
8159,Operation And Control,specific_skills
8159,Machine Operation,specific_skills
8159,Work Safety,specific_skills
8161,Coordination,basic_skills
8161,Reading Comprehension,basic_skills
8161,Operation And Control,specific_skills
8161,Machine Operation,specific_skills
8161,Work Safety,specific_skills
8171,Coordination,basic_skills
8171,Reading Comprehension,basic_skills
8171,Active Listening,basic_skills
8171,Operation And Control,specific_skills
8171,Machine Operation,specific_skills
8171,Work Safety,specific_skills
8172,Coordination,basic_skills
8172,Reading Comprehension,basic_skills
8172,Active Listening,basic_skills
8172,Operation And Control,specific_skills
8172,Machine Operation,specific_skills
8172,Work Safety,specific_skills
8173,Coordination,basic_skills
8173,Reading Comprehension,basic_skills
8173,Critical Thinking,basic_skills
8173,Operation And Control,specific_skills
8173,Machine Operation,specific_skills
8173,Work Safety,specific_skills
8181,Coordination,basic_skills
8181,Reading Comprehension,basic_skills
8181,Teamwork,basic_skills
8181,Operation And Control,specific_skills
8181,Machine Operation,specific_skills
8181,Work Safety,specific_skills
8181,Equipment Maintenance,specific_skills
8182,Coordination,basic_skills
8182,Reading Comprehension,basic_skills
8182,Teamwork,basic_skills
8182,Equipment Maintenance,specific_skills
8182,Machine Operation,specific_skills
8182,Work Safety,specific_skills
8183,Coordination,basic_skills
8183,Reading Comprehension,basic_skills
8183,Teamwork,basic_skills
8183,Equipment Maintenance,specific_skills
8183,Machine Operation,specific_skills
8183,Work Safety,specific_skills
8189,Coordination,basic_skills
8189,Reading Comprehension,basic_skills
8189,Teamwork,basic_skills
8189,Installation,specific_skills
8189,Machine Operation,specific_skills
8189,Work Safety,specific_skills
8211,Coordination,basic_skills
8211,Reading Comprehension,basic_skills
8211,Teamwork,basic_skills
8211,Installation,specific_skills
8211,Work Safety,specific_skills
8212,Coordination,basic_skills
8212,Reading Comprehension,basic_skills
8212,Active Learning,basic_skills
8212,Equipment Maintenance,specific_skills
8212,Electrical Wiring,specific_skills
8213,Coordination,basic_skills
8213,Reading Comprehension,basic_skills
8213,Active Learning,basic_skills
8213,Equipment Maintenance,specific_skills
8213,Installation,specific_skills
8219,Coordination,basic_skills
8219,Reading Comprehension,basic_skills
8219,Active Learning,basic_skills
8219,Installation,specific_skills
8219,Equipment Maintenance,specific_skills
8221,Coordination,basic_skills
8221,Reading Comprehension,basic_skills
8221,Active Learning,basic_skills
8221,Equipment Maintenance,specific_skills
8221,Machine Operation,specific_skills
8311,Time Management,basic_skills
8311,Reading Comprehension,basic_skills
8311,Problem Solving,basic_skills
8311,Vehicle Maintenance,specific_skills
8312,Time Management,basic_skills
8312,Reading Comprehension,basic_skills
8312,Problem Solving,basic_skills
8312,Vehicle Maintenance,specific_skills
8321,Time Management,basic_skills
8321,Reading Comprehension,basic_skills
8321,Problem Solving,basic_skills
8321,Vehicle Maintenance,specific_skills
8322,Time Management,basic_skills
8322,Service Orientation,basic_skills
8322,Vehicle Maintenance,specific_skills
8322,Digital Advertising,specific_skills
8331,Service Orientation,basic_skills
8331,Active Listening,basic_skills
8331,Time Management,basic_skills
8331,Commercial Driving,specific_skills
8331,Vehicle Maintenance,specific_skills
8332,Active Listening,basic_skills
8332,Time Management,basic_skills
8332,Commercial Driving,specific_skills
8332,Vehicle Maintenance,specific_skills
8341,Active Listening,basic_skills
8341,Time Management,basic_skills
8341,Commercial Driving,specific_skills
8341,Vehicle Maintenance,specific_skills
8342,Active Listening,basic_skills
8342,Time Management,basic_skills
8342,Commercial Driving,specific_skills
8342,Vehicle Maintenance,specific_skills
8343,Active Listening,basic_skills
8343,Time Management,basic_skills
8343,Commercial Driving,specific_skills
8343,Vehicle Maintenance,specific_skills
8344,Coordination,basic_skills
8344,Time Management,basic_skills
8344,Commercial Driving,specific_skills
8344,Equipment Maintenance,specific_skills
8351,Coordination,basic_skills
8351,Time Management,basic_skills
8351,Operation Monitoring,specific_skills
8351,Mechanical Maintenance,specific_skills
9112,Housekeeping,specific_skills
9121,Laundry,basic_skills
9312,Construction,specific_skills
9313,Active Listening,basic_skills
9313,Construction,specific_skills
9333,Handling And Moving Objects,basic_skills
9333,Warehousing,specific_skills
9334,Handling And Moving Objects,basic_skills
9334,Warehousing,specific_skills
9411,Communication,basic_skills
9411,Cooking,specific_skills
9412,Communication,basic_skills
9511,Service Orientation,basic_skills
9521,Sales,basic_skills
9521,Communication,basic_skills
9521,Service Orientation,basic_skills
9611,Service Orientation,basic_skills
9613,Service Orientation,basic_skills
9621,Active Listening,basic_skills
9621,Service Orientation,basic_skills
9621,Communication,basic_skills
9622,Active Listening,basic_skills
9622,Service Orientation,basic_skills
9622,Communication,basic_skills
9623,Coordination,basic_skills
9625,Service Orientation,basic_skills
