from,to,weight
3332,3122,1
3332,3123,1
3332,3333,2
3332,3622,1
3332,3633,1
3332,3634,1
3332,3641,1
3332,3711,1
3332,4323,1
3332,5222,1
3332,5415,1
3333,1111,1
3333,1112,1
3333,1113,1
3333,1121,1
3333,1214,1
3333,1311,1
3333,1312,1
3333,1411,1
3333,2311,1
3333,2422,1
3333,2434,1
3333,2611,1
3333,2619,1
3333,2711,1
3333,2712,1
3333,2911,1
3333,3123,1
3333,3622,1
3333,3633,1
3333,3634,1
3333,3641,1
3333,4323,1
3333,5415,1
3334,1323,1
3334,1622,1
3334,2431,1
3339,1323,1
3339,1622,1
3341,1111,1
3341,1112,1
3341,1113,1
3341,1121,1
3341,1214,1
3341,1311,2
3341,1312,2
3341,1321,1
3341,1411,1
3341,1612,1
3341,1622,1
3341,2134,1
3341,2265,1
3341,2311,1
3341,2421,1
3341,2422,1
3341,2423,1
3341,2424,1
3341,2425,2
3341,2434,1
3341,2611,1
3341,2619,1
3341,2711,1
3341,2911,1
3341,2914,1
3341,3142,1
3341,3143,1
3341,3144,1
3341,3622,1
3341,3633,1
3341,3634,1
3341,3641,1
3341,5415,1
3343,1111,1
3343,1112,1
3343,1113,1
3343,1121,1
3343,1214,1
3343,1215,1
3343,1311,1
3343,1312,1
3343,1411,1
3343,2134,1
3343,2265,1
3343,2311,1
3343,2421,1
3343,2422,1
3343,2425,2
3343,2432,1
3343,2434,1
3343,2611,1
3343,2619,1
3343,2711,1
3343,2712,1
3343,2911,1
3343,3122,1
3343,3141,1
3343,3142,1
3343,3143,1
3343,3144,1
3343,3622,1
3343,3633,1
3343,3634,1
3343,3641,1
3343,4121,2
3343,5415,1
3344,1222,1
3344,1421,1
3344,1612,1
3344,2121,1
3344,2211,1
3344,2212,1
3344,2221,2
3344,2231,1
3344,2241,1
3344,2261,1
3344,2262,1
3344,2264,1
3344,2265,1
3344,2267,1
3344,2269,1
3344,2341,1
3344,2811,1
3344,2824,1
3344,2849,1
3344,2919,1
3344,3122,1
3344,3221,2
3344,3222,1
3344,3254,1
3344,3256,2
3344,4111,1
3344,4121,1
3344,4131,1
3344,4132,1
3344,4211,1
3344,4213,1
3344,4221,1
3344,4222,1
3344,4223,1
3344,4224,1
3344,4226,1
3344,4229,1
3344,4311,1
3344,4313,1
3344,4321,1
3344,4411,1
3344,4412,1
3344,4413,1
3344,4419,1
3344,5151,1
3344,5244,1
3344,5312,1
3344,5321,2
3344,5413,1
3344,5414,1
3344,6111,1
3411,2612,1
3511,1511,3
3512,1511,3
3513,1511,6
3514,1511,1
3522,1214,1
3522,2174,1
3522,2381,1
3522,2519,1
3522,2521,1
3522,3112,1
3622,1111,1
3622,1112,1
3622,1113,1
3622,1121,1
3622,1511,1
3622,2611,1
3622,2824,1
3622,3634,1
3623,2212,1
3623,2221,1
3623,2264,1
3623,3256,1
3623,5411,1
3623,5412,1
3632,2321,2
3632,2844,1
3633,1111,1
3633,1112,1
3633,1113,1
3633,1121,1
3633,1311,1
3633,1312,1
3633,1411,1
3633,2131,1
3633,2331,1
3633,2341,1
3633,2342,1
3633,2353,1
3633,2392,1
3633,2399,1
3633,2611,1
3633,2911,1
3633,2915,1
3633,3111,1
3633,3634,2
3633,5415,1
3634,1111,1
3634,1112,1
3634,1121,1
3634,2341,1
3634,2392,1
3634,2611,1
3634,2915,1
3641,1111,1
3641,1112,1
3641,1113,1
3641,1121,1
3641,2611,1
3641,7514,2
3711,1111,1
3711,1112,1
3711,1113,1
3711,1121,1
3711,2611,1
3712,1111,1
3712,1112,1
3712,1221,1
3712,1223,1
3712,1323,1
3712,1421,1
3712,2111,1
3712,2114,1
3712,2131,1
3712,2133,1
3712,2143,1
3712,2151,1
3712,2152,1
3712,2153,1
3712,2161,1
3712,2162,1
3712,2173,1
3712,2183,1
3712,2251,1
3712,2262,1
3712,2269,1
3712,2311,1
3712,2399,1
3712,2426,1
3712,2523,1
3712,2611,1
3712,2619,1
3712,2822,1
3712,2849,1
3713,1111,1
3713,1112,1
3713,1223,1
3713,1323,1
3713,2111,1
3713,2114,1
3713,2131,1
3713,2133,1
3713,2143,1
3713,2145,1
3713,2152,1
3713,2162,1
3713,2173,1
3713,2183,1
3713,2251,1
3713,2262,1
3713,2311,1
3713,2422,1
3713,2426,1
3713,2434,1
3713,2611,1
3713,2619,1
3713,2822,1
3713,2849,1
3714,1111,1
3714,1112,1
3714,1221,1
3714,1223,1
3714,1323,1
3714,1421,1
3714,2111,1
3714,2114,1
3714,2131,1
3714,2133,1
3714,2149,1
3714,2151,1
3714,2152,1
3714,2161,1
3714,2162,1
3714,2165,1
3714,2173,1
3714,2183,1
3714,2251,1
3714,2269,1
3714,2311,1
3714,2399,1
3714,2519,1
3714,2611,1
3714,2822,1
3714,2849,1
3714,3142,1
3714,3143,1
3716,2911,1
3716,2913,1
3716,2915,1
3716,2916,1
3716,3715,1
3716,3719,1
3719,2911,1
3719,2915,1
3719,2916,1
3719,3715,1
4111,1215,1
4111,2131,1
4111,2134,1
4111,2331,1
4111,2341,1
4111,2342,1
4111,2353,1
4111,2371,1
4111,2392,1
4111,2399,1
4111,2915,1
4111,3111,1
4111,3141,1
4111,3142,1
4111,3143,1
4111,3144,1
4111,3634,1
4111,4412,2
4111,5312,1
4111,5413,1
4121,1215,1
4121,2131,1
4121,2132,1
4121,2134,1
4121,2262,1
4121,2263,1
4121,2265,3
4121,2311,1
4121,2331,1
4121,2341,1
4121,2342,1
4121,2353,1
4121,2361,1
4121,2392,1
4121,2399,1
4121,2422,1
4121,2619,1
4121,2711,1
4121,2811,2
4121,2832,1
4121,2913,1
4121,2915,1
4121,2916,1
4121,3111,1
4121,3142,1
4121,3143,1
4121,3144,1
4121,3633,1
4121,3634,1
4121,4411,2
4121,5413,1
4131,1215,1
4131,2131,1
4131,2132,1
4131,2134,1
4131,2262,1
4131,2263,1
4131,2265,3
4131,2311,1
4131,2331,1
4131,2341,1
4131,2342,1
4131,2353,1
4131,2361,1
4131,2371,1
4131,2392,1
4131,2399,1
4131,2422,1
4131,2425,1
4131,2619,1
4131,2711,1
4131,2811,2
4131,2832,1
4131,2913,1
4131,2915,1
4131,2916,1
4131,3111,1
4131,3122,1
4131,3141,1
4131,3142,1
4131,3143,1
4131,3144,1
4131,3633,1
4131,3634,1
4131,4111,4
4131,4121,4
4131,4132,4
4131,4211,2
4131,4213,1
4131,4214,1
4131,4223,1
4131,4229,2
4131,4311,2
4131,4321,3
4131,4322,1
4131,4323,2
4131,4411,2
4131,4412,2
4131,4413,2
4131,4415,2
4131,5222,1
4131,5312,1
4131,5413,1
4131,6111,1
4131,7321,1
4132,1214,1
4132,1215,1
4132,1222,1
4132,1511,1
4132,2131,1
4132,2132,1
4132,2134,1
4132,2262,1
4132,2263,1
4132,2265,3
4132,2311,1
4132,2331,1
4132,2341,1
4132,2342,1
4132,2353,1
4132,2361,1
4132,2371,1
4132,2392,1
4132,2399,1
4132,2422,1
4132,2521,1
4132,2619,1
4132,2711,1
4132,2811,2
4132,2832,1
4132,2913,1
4132,2915,1
4132,2916,1
4132,3111,1
4132,3141,1
4132,3142,1
4132,3143,1
4132,3144,1
4132,3633,1
4132,3634,1
4132,4111,4
4132,4211,2
4132,4223,1
4132,4229,2
4132,4321,3
4132,4323,2
4132,4411,2
4132,4412,2
4132,4415,2
4132,5222,1
4132,5312,1
4132,5413,1
4132,6111,1
4132,7321,1
4211,1112,1
4211,1121,1
4211,1211,1
4211,2134,1
4211,2265,2
4211,2712,1
4211,2811,1
4211,3141,1
4211,3142,1
4211,3143,1
4211,3144,1
4211,3712,1
4211,3714,1
4211,4411,1
4211,5413,1
4212,2131,1
4212,2311,1
4212,2331,1
4212,2341,1
4212,2342,1
4212,2353,1
4212,2371,1
4212,2392,1
4212,2399,1
4212,2711,1
4212,2915,1
4212,2916,1
4212,3111,1
4212,3633,1
4212,3634,1
4212,4111,1
4212,4321,1
4212,4412,1
4212,5113,1
4212,5151,1
4212,5222,1
4212,6111,1
4212,7322,1
4213,2265,1
4213,2811,1
4213,4211,1
4213,4223,1
4213,4229,1
4213,4411,1
4213,5413,1
4214,2131,1
4214,2132,1
4214,2262,1
4214,2263,1
4214,2265,1
4214,2311,1
4214,2331,1
4214,2341,1
4214,2342,1
4214,2353,1
4214,2361,1
4214,2371,1
4214,2392,1
4214,2399,1
4214,2422,1
4214,2619,1
4214,2711,1
4214,2811,1
4214,2832,1
4214,2913,1
4214,2915,1
4214,2916,1
4214,3111,1
4214,3633,1
4214,3634,1
4214,3712,1
4214,3714,1
4214,4111,1
4214,4211,1
4214,4229,1
4214,4321,1
4214,4323,1
4214,4411,1
4214,4412,1
4214,4415,1
4214,5222,1
4214,6111,1
4214,7321,1
4221,1323,1
4221,1412,1
4221,1421,1
4221,2161,1
4221,2162,1
4221,2183,1
4221,2425,1
4221,2712,1
4221,3213,1
4221,3712,1
4221,3714,1
4222,1111,1
4222,1112,1
4222,1113,1
4222,1121,1
4222,1214,1
4222,1311,1
4222,1312,1
4222,1411,1
4222,2131,1
4222,2132,1
4222,2262,1
4222,2263,1
4222,2265,2
4222,2311,2
4222,2331,1
4222,2341,1
4222,2342,1
4222,2353,1
4222,2361,1
4222,2371,1
4222,2392,1
4222,2399,1
4222,2421,1
4222,2422,2
4222,2425,2
4222,2434,2
4222,2611,1
4222,2619,2
4222,2711,2
4222,2712,1
4222,2811,2
4222,2832,1
4222,2911,1
4222,2913,1
4222,2915,1
4222,2916,1
4222,3111,1
4222,3122,2
4222,3123,1
4222,3333,1
4222,3622,1
4222,3633,2
4222,3634,2
4222,3641,1
4222,3711,1
4222,4111,2
4222,4121,2
4222,4132,2
4222,4211,1
4222,4213,1
4222,4223,1
4222,4229,2
4222,4311,2
4222,4321,2
4222,4323,2
4222,4411,2
4222,4412,2
4222,4413,2
4222,4415,1
4222,5222,2
4222,5413,1
4222,5415,1
4222,6111,1
4222,7321,1
4223,2265,1
4223,2811,1
4223,4411,1
4223,5413,1
4224,2131,1
4224,2132,1
4224,2134,1
4224,2262,1
4224,2263,1
4224,2311,1
4224,2331,1
4224,2341,1
4224,2342,1
4224,2353,1
4224,2361,1
4224,2371,1
4224,2392,1
4224,2399,1
4224,2619,1
4224,2711,1
4224,2811,2
4224,2832,1
4224,2915,1
4224,2916,1
4224,3111,1
4224,3141,1
4224,3142,1
4224,3143,1
4224,3144,1
4224,3633,1
4224,3634,1
4224,4111,3
4224,4321,3
4224,4411,2
4224,4412,2
4224,4415,1
4224,5113,1
4224,5151,2
4224,5222,1
4224,5312,1
4224,5413,1
4224,5414,1
4224,6111,1
4224,7321,1
4224,7322,1
4225,2121,1
4225,2131,1
4225,2132,1
4225,2134,1
4225,2262,1
4225,2263,1
4225,2265,3
4225,2311,1
4225,2331,1
4225,2341,1
4225,2342,1
4225,2353,1
4225,2361,1
4225,2371,1
4225,2392,1
4225,2399,1
4225,2422,1
4225,2424,1
4225,2425,1
4225,2521,1
4225,2523,1
4225,2619,1
4225,2711,1
4225,2811,2
4225,2832,1
4225,2833,1
4225,2913,1
4225,2914,1
4225,2915,1
4225,2916,1
4225,2919,2
4225,3111,1
4225,3122,1
4225,3141,1
4225,3142,1
4225,3143,1
4225,3144,1
4225,3252,1
4225,3343,1
4225,3633,1
4225,3634,1
4225,4121,3
4225,4211,2
4225,4213,1
4225,4223,1
4225,4226,1
4225,4229,2
4225,4322,1
4225,4323,2
4225,4411,2
4225,4414,1
4225,4415,1
4225,4416,2
4225,5312,1
4225,5413,1
4226,1111,1
4226,1112,1
4226,1113,1
4226,1121,1
4226,1214,1
4226,1311,1
4226,1312,1
4226,1411,1
4226,2265,1
4226,2269,1
4226,2311,1
4226,2421,1
4226,2422,1
4226,2425,1
4226,2434,1
4226,2611,1
4226,2619,1
4226,2711,1
4226,2712,1
4226,2811,1
4226,2825,1
4226,2826,1
4226,2911,1
4226,3122,2
4226,3123,1
4226,3333,1
4226,3622,1
4226,3633,1
4226,3634,1
4226,3641,1
4226,3711,1
4226,4121,1
4226,4211,1
4226,4223,1
4226,4229,2
4226,4323,1
4226,4411,2
4226,4415,1
4226,5413,1
4226,5415,1
4229,2131,1
4229,2132,1
4229,2262,1
4229,2263,1
4229,2265,2
4229,2311,1
4229,2331,1
4229,2341,1
4229,2342,1
4229,2353,1
4229,2361,1
4229,2392,1
4229,2399,1
4229,2619,1
4229,2711,1
4229,2811,2
4229,2832,1
4229,2915,1
4229,2916,1
4229,3111,1
4229,3633,1
4229,3634,1
4229,4411,3
4229,5413,1
4311,1112,1
4311,1211,2
4311,2131,1
4311,2132,1
4311,2262,1
4311,2263,1
4311,2265,2
4311,2311,1
4311,2331,1
4311,2341,1
4311,2342,1
4311,2353,1
4311,2361,1
4311,2371,1
4311,2392,1
4311,2399,1
4311,2422,1
4311,2619,1
4311,2711,1
4311,2811,2
4311,2832,1
4311,2913,1
4311,2915,1
4311,2916,1
4311,3111,1
4311,3633,1
4311,3634,1
4311,4111,2
4311,4211,2
4311,4223,1
4311,4229,2
4311,4323,1
4311,4411,2
4311,4412,2
4311,4415,1
4311,5222,1
4311,5413,1
4312,1111,1
4312,1112,1
4312,1113,1
4312,1121,1
4312,1211,1
4312,1214,1
4312,1215,1
4312,1311,2
4312,1312,2
4312,1321,1
4312,1411,2
4312,1612,1
4312,2131,1
4312,2132,1
4312,2262,1
4312,2263,1
4312,2265,1
4312,2311,2
4312,2331,1
4312,2341,1
4312,2342,1
4312,2353,1
4312,2361,1
4312,2371,1
4312,2392,1
4312,2399,1
4312,2413,1
4312,2421,1
4312,2422,2
4312,2423,1
4312,2424,2
4312,2425,3
4312,2434,1
4312,2611,2
4312,2619,2
4312,2711,2
4312,2712,1
4312,2811,1
4312,2832,1
4312,2833,1
4312,2911,1
4312,2913,1
4312,2914,2
4312,2915,1
4312,2916,1
4312,2919,1
4312,3111,1
4312,3122,1
4312,3123,1
4312,3129,1
4312,3311,1
4312,3333,1
4312,3343,2
4312,3622,1
4312,3633,2
4312,3634,2
4312,3641,1
4312,3711,1
4312,4121,2
4312,4226,1
4312,4229,1
4312,4323,2
4312,4411,1
4312,4414,1
4312,4415,2
4312,4416,2
4312,5415,1
4313,1212,1
4313,1311,1
4313,1312,1
4313,1321,1
4313,1323,1
4313,1412,1
4313,1421,1
4313,1612,1
4313,2131,1
4313,2132,1
4313,2161,1
4313,2162,1
4313,2183,1
4313,2262,1
4313,2263,1
4313,2265,2
4313,2311,1
4313,2331,1
4313,2341,1
4313,2342,1
4313,2353,1
4313,2361,1
4313,2371,1
4313,2392,1
4313,2399,1
4313,2422,1
4313,2619,1
4313,2711,1
4313,2712,1
4313,2811,2
4313,2832,1
4313,2913,1
4313,2915,1
4313,2916,1
4313,3111,1
4313,3633,1
4313,3634,1
4313,3712,1
4313,3714,1
4313,4111,2
4313,4211,1
4313,4223,1
4313,4229,2
4313,4321,2
4313,4323,1
4313,4411,2
4313,4412,2
4313,4415,1
4313,5113,1
4313,5222,1
4313,5413,1
4313,6111,2
4313,7321,1
4313,7322,1
4321,2131,1
4321,2134,1
4321,2331,1
4321,2341,1
4321,2342,1
4321,2353,1
4321,2371,1
4321,2392,1
4321,2399,1
4321,2915,1
4321,3111,1
4321,3142,1
4321,3143,1
4321,3144,1
4321,3213,1
4321,3634,1
4321,4412,2
4321,5312,1
4321,5413,1
4321,6111,1
4322,2134,1
4322,2265,1
4322,2711,1
4322,3141,1
4322,3142,1
4322,3143,1
4322,3144,1
4322,3641,1
4322,4211,1
4322,4323,1
4322,5312,1
4323,1111,1
4323,1112,1
4323,1113,1
4323,1121,1
4323,1214,1
4323,1311,1
4323,1312,1
4323,1324,1
4323,1411,1
4323,2131,1
4323,2132,1
4323,2134,1
4323,2182,1
4323,2262,1
4323,2263,1
4323,2265,2
4323,2311,2
4323,2331,1
4323,2341,1
4323,2342,1
4323,2353,1
4323,2361,1
4323,2392,1
4323,2399,1
4323,2611,1
4323,2619,2
4323,2711,2
4323,2712,1
4323,2811,1
4323,2832,1
4323,2911,1
4323,2915,1
4323,2916,1
4323,3111,1
4323,3123,1
4323,3141,1
4323,3142,1
4323,3143,1
4323,3144,1
4323,3622,1
4323,3633,2
4323,3634,2
4323,3641,1
4323,4411,1
4323,5312,1
4323,5415,1
4411,2131,1
4411,2263,1
4411,2311,1
4411,2331,1
4411,2341,1
4411,2353,1
4411,2392,1
4411,2399,1
4411,2711,1
4411,2915,1
4411,2916,1
4411,3634,1
4412,2342,1
4412,2371,1
4412,2392,1
4412,2915,1
4412,5413,1
4413,2131,1
4413,2132,1
4413,2262,1
4413,2263,1
4413,2265,2
4413,2311,1
4413,2331,1
4413,2341,1
4413,2342,1
4413,2353,1
4413,2361,1
4413,2371,1
4413,2392,1
4413,2399,1
4413,2422,1
4413,2619,1
4413,2711,1
4413,2811,2
4413,2832,2
4413,2913,1
4413,2915,1
4413,2916,1
4413,3111,1
4413,3633,1
4413,3634,1
4413,4211,1
4413,4223,1
4413,4229,2
4413,4323,1
4413,4411,3
4413,4412,3
4413,4415,1
4413,5413,1
4414,2131,1
4414,2132,1
4414,2262,1
4414,2263,1
4414,2265,1
4414,2311,1
4414,2331,1
4414,2341,1
4414,2342,1
4414,2353,1
4414,2361,1
4414,2371,1
4414,2392,1
4414,2399,1
4414,2422,1
4414,2425,1
4414,2619,1
4414,2711,1
4414,2811,1
4414,2832,2
4414,2913,1
4414,2915,1
4414,2916,1
4414,3111,1
4414,3633,1
4414,3634,1
4414,4121,1
4414,4229,1
4414,4323,1
4414,4411,2
4414,4415,1
4415,1215,1
4415,1223,1
4415,1311,1
4415,1321,1
4415,2131,1
4415,2182,1
4415,2269,1
4415,2311,1
4415,2331,1
4415,2341,1
4415,2342,1
4415,2353,1
4415,2392,1
4415,2399,1
4415,2711,1
4415,2825,1
4415,2826,1
4415,2915,1
4415,2916,1
4415,3111,1
4415,3142,1
4415,3633,1
4415,3634,1
4416,1215,1
4416,2131,1
4416,2132,1
4416,2134,1
4416,2262,1
4416,2263,1
4416,2265,2
4416,2269,1
4416,2311,1
4416,2331,1
4416,2341,1
4416,2342,1
4416,2353,1
4416,2361,1
4416,2392,1
4416,2399,1
4416,2422,1
4416,2425,1
4416,2619,1
4416,2711,1
4416,2811,1
4416,2825,1
4416,2826,1
4416,2832,1
4416,2913,1
4416,2915,1
4416,2916,1
4416,3111,1
4416,3141,1
4416,3142,1
4416,3143,1
4416,3144,1
4416,3633,1
4416,3634,1
4416,4121,3
4416,4211,1
4416,4229,1
4416,4323,2
4416,4411,1
4416,4415,3
4416,5312,1
4419,1111,1
4419,1112,1
4419,1113,1
4419,1121,1
4419,1214,1
4419,1311,2
4419,1312,2
4419,1321,1
4419,1323,1
4419,1411,1
4419,1412,1
4419,1421,1
4419,1612,1
4419,2161,1
4419,2162,1
4419,2183,1
4419,2265,1
4419,2311,1
4419,2421,1
4419,2422,1
4419,2425,3
4419,2434,1
4419,2611,1
4419,2619,1
4419,2711,1
4419,2712,2
4419,2811,1
4419,2911,1
4419,3122,2
4419,3123,1
4419,3333,1
4419,3622,1
4419,3633,1
4419,3634,1
4419,3641,1
4419,3711,1
4419,3712,1
4419,3714,1
4419,4121,1
4419,4211,1
4419,4213,1
4419,4223,1
4419,4229,1
4419,4323,1
4419,4411,1
4419,5413,1
4419,5415,1
5113,2131,1
5113,2331,1
5113,2341,1
5113,2342,1
5113,2353,1
5113,2371,1
5113,2392,1
5113,2399,1
5113,2915,1
5113,3111,1
5113,3634,1
5113,4412,1
5113,6111,1
5121,5111,1
5121,5152,1
5121,7512,2
5121,7513,2
5121,7514,2
5131,5111,1
5131,5212,1
5131,7512,1
5131,7513,1
5131,7514,1
5132,5111,1
5132,5131,1
5132,5212,1
5132,7512,1
5132,7513,1
5132,7514,1
5141,5142,1
5151,5152,1
5151,5413,1
5151,5414,1
5152,7512,1
5152,7514,1
5153,3135,1
5153,8112,1
5153,8113,1
5211,1121,1
5211,5221,2
5211,8322,1
5221,1121,1
5221,8322,1
5222,1111,1
5222,1112,1
5222,1113,1
5222,1121,1
5222,1222,1
5222,1311,1
5222,1312,1
5222,1411,1
5222,2131,1
5222,2331,1
5222,2341,1
5222,2342,1
5222,2353,1
5222,2371,1
5222,2392,1
5222,2399,1
5222,2611,1
5222,2712,1
5222,2911,1
5222,2915,1
5222,3111,1
5222,3123,1
5222,3213,1
5222,3622,1
5222,3634,2
5222,3641,1
5222,3711,1
5222,4412,1
5222,5415,1
5223,1311,1
5223,1412,1
5223,2131,1
5223,2331,1
5223,2341,1
5223,2342,1
5223,2353,1
5223,2371,1
5223,2392,1
5223,2399,1
5223,2915,1
5223,3111,1
5223,3213,2
5223,3634,1
5223,4321,3
5223,4412,2
5223,5113,1
5223,5121,1
5223,5151,2
5223,5231,2
5223,5413,1
5223,5414,1
5223,6111,1
5223,7322,1
5231,1121,1
5231,5151,1
5231,5312,1
5231,5413,1
5231,5414,1
5241,6211,1
5242,1511,1
5242,3631,1
5242,5241,1
5242,8132,1
5243,6211,1
5244,1221,1
5244,1222,1
5244,1421,1
5244,2131,1
5244,2132,1
5244,2262,1
5244,2263,1
5244,2265,2
5244,2311,1
5244,2331,1
5244,2341,1
5244,2342,1
5244,2353,1
5244,2361,1
5244,2371,1
5244,2392,1
5244,2399,1
5244,2422,1
5244,2425,1
5244,2431,1
5244,2619,1
5244,2711,1
5244,2811,2
5244,2832,1
5244,2913,1
5244,2915,1
5244,2916,1
5244,3111,1
5244,3122,1
5244,3633,1
5244,3634,1
5244,4121,2
5244,4211,1
5244,4213,1
5244,4223,1
5244,4229,2
5244,4323,1
5244,4411,2
5244,4412,2
5244,4413,2
5244,4415,1
5244,5413,1
5312,3221,1
5322,3221,1
5322,5151,1
5322,5152,2
5322,5311,2
5322,5312,2
5322,5321,2
5322,7511,1
5322,7512,1
5322,7513,1
5322,7514,1
5322,9112,1
5322,9411,1
5411,2212,1
5412,2212,1
5415,1111,1
5415,1112,1
5415,1113,1
5415,1121,1
5415,1312,1
5415,2611,1
5415,3634,1
6111,2341,1
6111,2342,1
6111,2371,1
6111,2392,1
6111,2915,1
6111,3133,1
6111,3135,1
6111,4412,1
6111,5413,1
6111,6113,2
6111,6114,2
6111,6122,2
6111,6129,2
6111,6131,2
6111,6211,2
6111,6224,2
6111,6311,2
6111,6331,2
6112,6111,2
6112,6113,2
6112,6114,2
6112,6122,2
6112,6123,2
6112,6129,2
6112,6131,2
6112,6211,2
6112,6221,2
6112,6224,2
6112,6311,2
6112,6331,2
6114,6113,2
6121,6113,2
6121,6122,2
6121,6129,2
6121,6211,2
6121,6221,2
6121,6222,2
6121,6224,2
6121,6311,2
6122,6113,2
6123,6113,2
6123,6114,2
6123,6122,2
6123,6129,2
6123,6131,2
6123,6211,2
6123,6224,2
6123,6311,2
6123,6331,2
6129,6113,2
6129,6122,2
6129,6211,2
6131,6113,2
6131,6114,2
6131,6122,2
6131,6211,2
6221,6211,2
6221,6224,2
6311,6113,2
6311,6211,2
6321,6113,2
6321,6114,2
6321,6122,2
6321,6129,2
6321,6131,2
6321,6211,2
6321,6221,2
6321,6224,2
6321,6311,2
6321,6331,2
6331,6113,2
6331,6114,2
6331,6122,2
6331,6129,2
6331,6211,2
6331,6224,2
6331,6311,2
7121,7112,1
7121,7114,2
7121,7115,1
7121,7119,2
7121,7122,2
7121,7123,2
7121,7124,2
7121,7126,2
7121,7131,2
7121,7132,2
7121,7212,1
7121,7213,1
7121,7214,2
7121,7612,1
7124,7115,1
7124,7119,2
7124,7122,2
7124,7123,2
7124,7126,2
7124,7132,2
7124,7212,2
7124,7213,2
7124,7214,2
7124,7233,1
7124,7239,1
7124,7411,1
7124,7412,1
7124,7413,1
7124,7421,1
7124,7422,1
7124,7612,1
7124,8212,1
7127,2173,1
7127,7213,1
7127,7221,1
7127,7231,1
7127,7232,1
7127,7239,2
7127,7311,2
7127,7313,1
7127,7411,1
7127,7412,1
7127,7421,1
7127,7422,1
7127,8111,1
7127,8112,1
7127,8113,1
7127,8211,1
7321,2131,1
7321,2311,1
7321,2321,1
7321,2331,1
7321,2341,1
7321,2342,1
7321,2353,1
7321,2371,1
7321,2392,1
7321,2399,1
7321,2711,1
7321,2915,1
7321,2916,1
7321,3111,1
7321,3631,2
7321,3633,1
7321,3634,1
7321,4111,1
7321,4412,1
7321,5222,1
7322,2342,1
7322,2392,1
7422,3151,1
7422,3154,1
7422,7213,1
7422,7421,4
7633,5241,1
7633,6211,1
7633,7515,2
7633,7516,1
7634,3131,1
7634,3132,1
7634,3133,1
7634,3134,1
7634,3135,1
7634,8111,1
7634,8112,1
7634,8113,1
7634,8114,1
7634,8121,1
7634,8122,1
7634,8131,1
7634,8132,1
7634,8141,1
7634,8143,1
7634,8151,1
7634,8152,1
7634,8154,1
7634,8156,1
7634,8161,1
7634,8171,1
7634,8181,1
7634,8182,1
7634,8183,1
7634,8189,1
7634,8211,1
8132,7211,1
8132,7221,1
8132,7222,1
8132,7224,1
8132,8111,1
8132,8112,2
8132,8113,2
8132,8114,2
8132,8121,2
8132,8122,2
8132,8131,2
8132,8141,2
8132,8151,2
8132,8154,2
8132,8156,2
8132,8182,2
8132,8189,2
8132,8211,1
8132,8221,1
8311,8322,1
8321,8312,1
8321,8322,1
8321,8331,1
8321,8343,1
8332,8312,1
8332,8331,2
8332,8343,2
8344,8111,1
8344,8112,1
8344,8113,1
8344,8331,1
9333,9334,1
9411,5152,1
9411,5311,1
9411,7512,1
9411,7513,1
9411,7514,1
